user_id,purchase,pay_dt
23aacdf8,0.99,2022-10-01
23aacdf8,2.99,2022-10-01
23ae457c,0.99,2022-10-08
23ae457c,0.99,2022-10-08
23baf09c,0.99,2022-10-20
23baf09c,0.99,2022-10-20
23c9f326,0.99,2022-10-18
23c9f326,0.99,2022-10-18
23fb5507,0.99,2022-10-19
23fb5507,2.99,2022-10-19
24030cf8,0.99,2022-10-22
240ea57a,0.99,2022-10-07
24136a9f,2.99,2022-10-24
24136a9f,0.99,2022-10-28
242c2e5f,0.99,2022-10-23
242c2e5f,0.99,2022-10-26
24358ddd,0.99,2022-10-30
243c667b,9.99,2022-10-03
246955d6,0.99,2022-10-19
246b195b,0.99,2022-10-06
246b195b,0.99,2022-10-06
246b195b,0.99,2022-10-06
246b195b,0.99,2022-10-06
248876ec,0.99,2022-10-24
248fbe0d,2.99,2022-10-16
2498bd26,0.99,2022-10-02
2498bd26,0.99,2022-10-02
249e8e0b,2.99,2022-10-08
249e8e0b,0.99,2022-10-08
24afb587,0.99,2022-10-24
24ea88f9,0.99,2022-10-04
24ea88f9,0.99,2022-10-04
2504d2ad,9.99,2022-10-23
2504d2ad,2.99,2022-10-23
25153e8b,0.99,2022-10-08
25153e8b,0.99,2022-10-10
2525439f,0.99,2022-10-06
25477180,0.99,2022-10-31
25477180,0.99,2022-10-26
25495a23,0.99,2022-10-14
254f26b7,0.99,2022-10-11
254f26b7,0.99,2022-10-18
2555a2d5,0.99,2022-10-18
2555a2d5,2.99,2022-10-18
255ca1f8,2.99,2022-10-28
255ca1f8,0.99,2022-10-28
2571dd89,2.99,2022-10-05
2571dd89,0.99,2022-10-05
2571dd89,0.99,2022-10-05
257287b4,0.99,2022-10-18
25775082,0.99,2022-10-16
25976c96,0.99,2022-10-02
25976c96,2.99,2022-10-02
25976c96,0.99,2022-10-02
25a22d21,0.99,2022-10-09
25a22d21,0.99,2022-10-09
25a22d21,2.99,2022-10-09
25c5cb0b,0.99,2022-10-06
25c5cb0b,0.99,2022-10-06
25c5cb0b,0.99,2022-10-06
25e84761,0.99,2022-10-06
25e84761,0.99,2022-10-06
25eeeab1,0.99,2022-10-18
260f34bb,0.99,2022-10-11
260f34bb,0.99,2022-10-11
262e6099,0.99,2022-10-12
262e6099,0.99,2022-10-12
263cb9f8,0.99,2022-10-16
263cb9f8,0.99,2022-10-16
263dd6f7,0.99,2022-10-20
263dd6f7,2.99,2022-10-20
2645c012,0.99,2022-10-17
265c59e0,0.99,2022-10-22
265c59e0,0.99,2022-10-22
265d69c1,0.99,2022-10-25
26678a21,0.99,2022-10-09
2667f519,0.99,2022-10-02
2667f519,0.99,2022-10-02
2667f519,0.99,2022-10-02
2667f519,0.99,2022-10-02
26c96438,0.99,2022-10-07
26cf2869,0.99,2022-10-03
26cf2869,0.99,2022-10-03
26cf2869,0.99,2022-10-03
26e8a735,0.99,2022-10-18
26f0b779,0.99,2022-10-12
26fdf91c,0.99,2022-10-17
2729c27b,0.99,2022-10-01
2729c27b,0.99,2022-10-01
2729c27b,2.99,2022-10-01
2729c27b,0.99,2022-10-01
274c7d60,0.99,2022-10-07
274c7d60,0.99,2022-10-07
274c7d60,0.99,2022-10-09
2767e7b6,0.99,2022-10-07
2767e7b6,0.99,2022-10-07
279adcf3,0.99,2022-10-12
279adcf3,0.99,2022-10-12
27a7b0ab,0.99,2022-10-15
27a7b0ab,0.99,2022-10-15
27b245eb,0.99,2022-10-25
27b245eb,0.99,2022-10-25
27b245eb,0.99,2022-10-25
27c8282e,0.99,2022-10-08
27cc0153,0.99,2022-10-05
27cc0153,0.99,2022-10-06
27ddc419,0.99,2022-10-10
27ead70e,0.99,2022-10-14
27ead70e,0.99,2022-10-14
27ead70e,0.99,2022-10-14
27f03fbb,0.99,2022-10-09
27f03fbb,0.99,2022-10-08
27f03fbb,0.99,2022-10-10
28171f88,0.99,2022-10-28
28241e31,0.99,2022-10-12
28241e31,0.99,2022-10-13
28241e31,0.99,2022-10-13
28273910,0.99,2022-10-26
282d915b,0.99,2022-10-30
282d915b,0.99,2022-10-30
28407e5a,4.99,2022-10-12
285065e9,0.99,2022-10-14
28518c78,0.99,2022-10-29
28518c78,2.99,2022-10-29
285d12c9,0.99,2022-10-01
285d12c9,4.99,2022-10-02
285d12c9,0.99,2022-10-02
285d12c9,0.99,2022-10-02
285d12c9,0.99,2022-10-01
28705f8c,2.99,2022-10-27
28705f8c,9.99,2022-10-27
28b64b04,0.99,2022-10-27
28b64b04,0.99,2022-10-27
28b9041a,0.99,2022-10-09
28b9041a,0.99,2022-10-10
28b9041a,0.99,2022-10-02
28bd2c93,0.99,2022-10-11
28bd2c93,0.99,2022-10-11
28bd2c93,2.99,2022-10-11
28e4ff55,0.99,2022-10-02
28e4ff55,0.99,2022-10-03
29063f21,0.99,2022-10-07
29063f21,0.99,2022-10-07
29109f34,0.99,2022-10-27
2915ba6a,0.99,2022-10-16
2963225c,0.99,2022-10-14
2963225c,0.99,2022-10-14
29698e9e,0.99,2022-10-18
296c7d0d,0.99,2022-10-13
296c7d0d,0.99,2022-10-11
296c7d0d,0.99,2022-10-13
297bdc7b,0.99,2022-10-09
29844570,0.99,2022-10-22
298d859c,4.99,2022-10-13
29a2bbd7,0.99,2022-10-06
29a2bbd7,0.99,2022-10-04
29a2bbd7,0.99,2022-10-06
29a6ce30,2.99,2022-10-26
29b2fe17,0.99,2022-10-05
29b8054d,0.99,2022-10-17
29b8054d,0.99,2022-10-15
2a00c675,0.99,2022-10-30
2a00c675,0.99,2022-10-30
2a00c675,2.99,2022-10-30
2a00c675,2.99,2022-10-30
2a0194af,0.99,2022-10-21
2a0da1f0,0.99,2022-10-05
2a0da1f0,0.99,2022-10-05
2a0e2d26,0.99,2022-10-20
2a0e2d26,0.99,2022-10-20
2a2eac19,0.99,2022-10-30
2a2eac19,0.99,2022-10-30
2a30d258,0.99,2022-10-01
2a30d258,2.99,2022-10-01
2a30d258,0.99,2022-10-01
2a30d258,0.99,2022-10-01
2a30d258,0.99,2022-10-01
2a30d258,4.99,2022-10-01
2a30d258,0.99,2022-10-01
2a30d258,0.99,2022-10-01
2a30d258,0.99,2022-10-01
2a30d258,0.99,2022-10-01
2a55c031,4.99,2022-10-29
2a55c031,0.99,2022-10-29
2a5f4e02,0.99,2022-10-26
2a603603,0.99,2022-10-16
2aba94c9,0.99,2022-10-16
2aba94c9,0.99,2022-10-19
2ac71c19,0.99,2022-10-03
2ac71c19,0.99,2022-10-03
2ac9ac1c,0.99,2022-10-10
2ac9ac1c,0.99,2022-10-10
2aef0347,0.99,2022-10-04
2af49eef,0.99,2022-10-18
2af49eef,0.99,2022-10-15
2af49eef,0.99,2022-10-15
2b025cd8,2.99,2022-10-13
2b025cd8,0.99,2022-10-13
2b025cd8,0.99,2022-10-13
2b50054b,0.99,2022-10-05
2b50054b,0.99,2022-10-07
2b60ed23,0.99,2022-10-17
2b60ed23,2.99,2022-10-17
2b6d4058,0.99,2022-10-18
2b6d4058,0.99,2022-10-18
2b83a4e7,0.99,2022-10-22
2b988726,0.99,2022-10-10
2b99881a,0.99,2022-10-11
2b99881a,0.99,2022-10-13
2bb1b3bb,0.99,2022-10-06
2bb4f483,0.99,2022-10-17
2bb57bc2,0.99,2022-10-24
2bb57bc2,0.99,2022-10-23
2bb57bc2,0.99,2022-10-14
2bb57bc2,0.99,2022-10-26
2bb57bc2,0.99,2022-10-22
2bf5749d,0.99,2022-10-19
2bf5749d,0.99,2022-10-19
2bfaeab3,0.99,2022-10-15
2bfaeab3,2.99,2022-10-15
2c02f3b8,0.99,2022-10-26
2c1bcac0,2.99,2022-10-02
2c3d65b2,0.99,2022-10-16
2c3d65b2,0.99,2022-10-15
2c3d65b2,0.99,2022-10-17
2c3d65b2,0.99,2022-10-17
2c40e63c,2.99,2022-10-28
2c66169a,0.99,2022-10-18
2c75e1fe,0.99,2022-10-22
2c75e1fe,0.99,2022-10-22
2caab314,0.99,2022-10-05
2cacca32,0.99,2022-10-22
2cb4e749,0.99,2022-10-22
2cb4e749,0.99,2022-10-20
2cbd5405,0.99,2022-10-23
2cbd5405,0.99,2022-10-22
2cbd5405,2.99,2022-10-23
2cbd5405,2.99,2022-10-22
2cbd5405,0.99,2022-10-22
2cbd5405,0.99,2022-10-23
2cbdd4dc,0.99,2022-10-21
2cc14f3b,0.99,2022-10-04
2cc2a149,2.99,2022-10-09
2cd068e3,0.99,2022-10-14
2cd0b6a5,0.99,2022-10-16
2cf15999,0.99,2022-10-21
2cfd0748,0.99,2022-10-23
2d32da3a,0.99,2022-10-25
2d444766,2.99,2022-10-08
2d444766,0.99,2022-10-08
2d444766,0.99,2022-10-07
2d444766,0.99,2022-10-07
2d444766,0.99,2022-10-09
2d4fd27e,0.99,2022-10-08
2d4fd27e,0.99,2022-10-10
2d54ffd6,0.99,2022-10-14
2d54ffd6,0.99,2022-10-14
2d54ffd6,0.99,2022-10-14
2d54ffd6,0.99,2022-10-14
2d58e726,0.99,2022-10-02
2d58e726,0.99,2022-10-02
2d6c1c61,0.99,2022-10-26
2d6c48f4,0.99,2022-10-16
2d6c48f4,0.99,2022-10-17
2d6c48f4,0.99,2022-10-16
2d9cfad5,0.99,2022-10-01
2d9cfad5,0.99,2022-10-01
2d9cfad5,0.99,2022-10-01
2db05e68,0.99,2022-10-20
2db3d6e2,0.99,2022-10-14
2db3d6e2,2.99,2022-10-14
2db3d6e2,0.99,2022-10-14
2db3d6e2,2.99,2022-10-14
2db3d6e2,0.99,2022-10-14
2db3d6e2,2.99,2022-10-14
2dc2e206,0.99,2022-10-25
2de91f80,0.99,2022-10-13
2debd693,0.99,2022-10-05
2df32583,0.99,2022-10-07
2df32583,0.99,2022-10-08
2df32583,0.99,2022-10-07
2df32583,0.99,2022-10-08
2df32583,0.99,2022-10-08
2e14360e,4.99,2022-10-02
2e42008c,4.99,2022-10-03
2e60c9ad,0.99,2022-10-04
2e724093,0.99,2022-10-27
2e7e02fa,0.99,2022-10-26
2e7e02fa,0.99,2022-10-26
2e8191f6,0.99,2022-10-08
2e857fca,2.99,2022-10-19
2e857fca,0.99,2022-10-19
2e8f206b,0.99,2022-10-31
2e8f206b,0.99,2022-10-31
2e910c47,0.99,2022-10-13
2e910c47,0.99,2022-10-18
2ea19e27,0.99,2022-10-26
2f008cb5,0.99,2022-10-17
2f008cb5,0.99,2022-10-17
2f04fc89,2.99,2022-10-29
2f04fc89,0.99,2022-10-29
2f06b082,0.99,2022-10-28
2f06b082,0.99,2022-10-28
2f1788e2,2.99,2022-10-21
2f1a6d07,0.99,2022-10-20
2f2a9e06,0.99,2022-10-13
2f3040dc,0.99,2022-10-29
2f3040dc,0.99,2022-10-29
2f30ca07,0.99,2022-10-09
2f30ca07,0.99,2022-10-09
2f32f427,0.99,2022-10-25
2f32f427,0.99,2022-10-22
2f69a738,0.99,2022-10-12
2f79f800,0.99,2022-10-02
2f91edc6,2.99,2022-10-21
2fa7c764,4.99,2022-10-27
2fa7c764,4.99,2022-10-27
2fa9423f,0.99,2022-10-21
2fa9423f,0.99,2022-10-21
2fb3c97f,0.99,2022-10-26
2fce876f,0.99,2022-10-03
2fce876f,2.99,2022-10-03
2fd6f764,0.99,2022-10-18
2fffe170,0.99,2022-10-04
2fffe170,0.99,2022-10-04
300747fc,0.99,2022-10-10
300747fc,2.99,2022-10-10
300ad110,0.99,2022-10-13
300ad110,0.99,2022-10-14
300ad110,0.99,2022-10-12
3018a7c0,0.99,2022-10-02
3018a7c0,0.99,2022-10-02
3021e013,2.99,2022-10-17
3021e013,0.99,2022-10-16
302a7669,0.99,2022-10-03
302a7669,0.99,2022-10-04
302f00d5,0.99,2022-10-30
302f00d5,0.99,2022-10-30
305be1b2,0.99,2022-10-04
306f2a02,0.99,2022-10-02
30aa77e9,0.99,2022-10-10
30aa77e9,0.99,2022-10-10
30aa77e9,0.99,2022-10-10
30b54928,0.99,2022-10-05
30b54928,2.99,2022-10-05
30c0c8b4,0.99,2022-10-07
30cea533,0.99,2022-10-18
30d6fad0,0.99,2022-10-10
30d6fad0,0.99,2022-10-20
31367f70,0.99,2022-10-18
31367f70,0.99,2022-10-17
31421327,0.99,2022-10-25
31562191,0.99,2022-10-05
31562191,0.99,2022-10-06
315d77ac,0.99,2022-10-25
315d77ac,0.99,2022-10-25
315d77ac,0.99,2022-10-25
315d77ac,2.99,2022-10-25
315d77ac,0.99,2022-10-25
3171a0db,0.99,2022-10-09
318d9b46,0.99,2022-10-28
319a23f8,0.99,2022-10-29
31abb967,0.99,2022-10-20
31abb967,0.99,2022-10-20
31e20e2c,2.99,2022-10-10
31e20e2c,0.99,2022-10-10
31f34268,0.99,2022-10-09
31f34268,0.99,2022-10-09
31f34268,0.99,2022-10-09
31fcd23c,0.99,2022-10-18
32113b5f,0.99,2022-10-09
321182c7,2.99,2022-10-19
326c6f41,0.99,2022-10-21
326c6f41,0.99,2022-10-21
32c45c71,0.99,2022-10-04
32c8ce53,0.99,2022-10-14
32cf5cd7,0.99,2022-10-24
32cf5cd7,0.99,2022-10-24
32d4cc18,0.99,2022-10-15
32d4cc18,9.99,2022-10-15
32d4cc18,0.99,2022-10-15
32e31e3f,0.99,2022-10-23
3327dcff,0.99,2022-10-19
3327dcff,2.99,2022-10-19
3327dcff,0.99,2022-10-20
33768643,0.99,2022-10-02
33768643,0.99,2022-10-02
337b05db,0.99,2022-10-18
337b05db,0.99,2022-10-18
338d5bd4,0.99,2022-10-25
338d5bd4,0.99,2022-10-25
338fa5a1,0.99,2022-10-23
3398b1ed,0.99,2022-10-11
3398b1ed,0.99,2022-10-11
33b38d67,0.99,2022-10-14
33f1d2be,0.99,2022-10-13
33f4c320,4.99,2022-10-29
343a5c25,0.99,2022-10-09
344a5371,0.99,2022-10-07
3471c843,2.99,2022-10-28
3471fcaa,0.99,2022-10-28
347f0295,0.99,2022-10-14
34aecd53,0.99,2022-10-21
34aecd53,0.99,2022-10-20
34b15dde,2.99,2022-10-24
34b15dde,0.99,2022-10-24
34b8f58e,0.99,2022-10-12
34ba426c,0.99,2022-10-09
34ba426c,0.99,2022-10-09
34ba426c,2.99,2022-10-10
34ba426c,0.99,2022-10-09
34ba426c,0.99,2022-10-09
34ba426c,0.99,2022-10-10
34bd7c52,0.99,2022-10-07
34bd7c52,0.99,2022-10-07
34bf1f55,0.99,2022-10-13
34bf1f55,0.99,2022-10-13
34d3c320,0.99,2022-10-02
3501cc62,0.99,2022-10-31
35097e4f,0.99,2022-10-16
35097e4f,0.99,2022-10-07
350f0eca,0.99,2022-10-02
350f0eca,0.99,2022-10-02
35134f02,4.99,2022-10-25
351bc182,0.99,2022-10-12
351bc182,0.99,2022-10-12
351bc182,0.99,2022-10-12
351bc182,0.99,2022-10-12
351bc182,0.99,2022-10-12
351bc182,0.99,2022-10-12
3523d2b4,0.99,2022-10-20
3523d2b4,0.99,2022-10-19
3523d2b4,0.99,2022-10-20
3532c24d,0.99,2022-10-09
35375790,4.99,2022-10-24
35411089,0.99,2022-10-23
355d3181,0.99,2022-10-09
356d7784,0.99,2022-10-23
356d7784,0.99,2022-10-24
357a1751,0.99,2022-10-09
35a8fc1f,0.99,2022-10-05
35ca5148,0.99,2022-10-11
35ca5148,0.99,2022-10-11
35ca5148,0.99,2022-10-11
35ca5148,0.99,2022-10-11
35ca5148,9.99,2022-10-11
35ca5148,0.99,2022-10-11
35e35a00,4.99,2022-10-26
35e8bac9,2.99,2022-10-04
35e8bac9,0.99,2022-10-03
35e8bac9,0.99,2022-10-03
363f2abc,0.99,2022-10-27
36446b1d,0.99,2022-10-21
36446b1d,0.99,2022-10-21
3653fa97,2.99,2022-10-30
3657c8fd,0.99,2022-10-13
3657c8fd,0.99,2022-10-13
3657c8fd,0.99,2022-10-13
366d600d,0.99,2022-10-03
366d600d,0.99,2022-10-03
36904e0b,0.99,2022-10-20
36904e0b,0.99,2022-10-20
36b1ae49,0.99,2022-10-29
36b1ae49,0.99,2022-10-29
36b6f93c,4.99,2022-10-07
36b6f93c,0.99,2022-10-07
36c35559,2.99,2022-10-11
36c35559,4.99,2022-10-12
36eb0a25,0.99,2022-10-13
36fcf8c0,0.99,2022-10-10
3700126a,0.99,2022-10-15
3700126a,0.99,2022-10-15
3728fe3b,0.99,2022-10-18
372ab52f,2.99,2022-10-15
372ab52f,0.99,2022-10-14
372ab52f,0.99,2022-10-15
372ab52f,0.99,2022-10-14
372ab52f,0.99,2022-10-14
372ab52f,0.99,2022-10-14
372ab52f,0.99,2022-10-15
372ab52f,0.99,2022-10-14
372e485d,0.99,2022-10-17
376b0685,2.99,2022-10-22
37cd1bc8,0.99,2022-10-01
37cd1bc8,2.99,2022-10-01
37cd1bc8,0.99,2022-10-01
37cd1bc8,0.99,2022-10-02
37cd1bc8,0.99,2022-10-02
37cd1bc8,0.99,2022-10-02
37cd1bc8,0.99,2022-10-01
37cd1bc8,0.99,2022-10-01
37e52bf0,0.99,2022-10-17
37e52bf0,2.99,2022-10-17
37f111e6,0.99,2022-10-07
37fd399e,0.99,2022-10-28
37fd399e,0.99,2022-10-28
3805ec0b,0.99,2022-10-29
3805ec0b,0.99,2022-10-29
38232687,4.99,2022-10-05
382ec15f,0.99,2022-10-17
382ec15f,0.99,2022-10-17
38d980c0,0.99,2022-10-29
38d980c0,0.99,2022-10-27
38de1321,0.99,2022-10-17
38e97e26,9.99,2022-10-29
38e97e26,0.99,2022-10-28
392023bd,0.99,2022-10-18
392023bd,0.99,2022-10-18
39296086,0.99,2022-10-13
392c0052,0.99,2022-10-09
392c0052,0.99,2022-10-09
392c0052,0.99,2022-10-09
392c0052,0.99,2022-10-09
39467283,0.99,2022-10-04
39527313,0.99,2022-10-21
39527313,2.99,2022-10-21
3955d755,0.99,2022-10-17
39765653,4.99,2022-10-20
39765653,2.99,2022-10-21
39792c9a,0.99,2022-10-02
39792c9a,0.99,2022-10-02
39975764,0.99,2022-10-15
39975764,0.99,2022-10-15
39975764,9.99,2022-10-14
39975764,0.99,2022-10-14
399c7a98,0.99,2022-10-26
399c7a98,0.99,2022-10-26
39a9cf51,0.99,2022-10-08
39a9cf51,4.99,2022-10-08
39c2276a,0.99,2022-10-26
39c2276a,0.99,2022-10-26
39c67f12,0.99,2022-10-12
3a3bca36,0.99,2022-10-06
3a8febc7,2.99,2022-10-02
3a8febc7,0.99,2022-10-02
3ab485c1,0.99,2022-10-07
3ab485c1,0.99,2022-10-08
3acfe297,0.99,2022-10-12
3ad6a93c,0.99,2022-10-22
3ad6a93c,0.99,2022-10-22
3adf276d,0.99,2022-10-18
3adf276d,0.99,2022-10-18
3adf3aeb,0.99,2022-10-19
3af408ad,0.99,2022-10-19
3af408ad,0.99,2022-10-19
3b0dc6e1,0.99,2022-10-15
3b166c8c,0.99,2022-10-13
3b2d143c,0.99,2022-10-17
3b35d1a1,0.99,2022-10-02
3b35d1a1,0.99,2022-10-02
3b35d1a1,0.99,2022-10-02
3b35d1a1,0.99,2022-10-02
3b3c346f,0.99,2022-10-01
3b3c346f,0.99,2022-10-01
3b3c346f,0.99,2022-10-01
3b3c346f,0.99,2022-10-01
3b4db951,0.99,2022-10-15
3b54d46a,0.99,2022-10-25
3b54d46a,0.99,2022-10-25
3b54d46a,0.99,2022-10-24
3b5b1878,2.99,2022-10-16
3b660d3b,0.99,2022-10-31
3b99e1ff,0.99,2022-10-23
3b99e1ff,0.99,2022-10-21
3ba0eb65,0.99,2022-10-09
3ba0eb65,0.99,2022-10-09
3ba0eb65,4.99,2022-10-09
3bc6e32d,2.99,2022-10-02
3bc6e32d,0.99,2022-10-02
3bc901bb,0.99,2022-10-22
3beac289,0.99,2022-10-07
3beac289,0.99,2022-10-07
3bef3b30,0.99,2022-10-29
3bef3b30,2.99,2022-10-29
3c09c129,0.99,2022-10-31
3c17adbc,0.99,2022-10-31
3c17adbc,0.99,2022-10-30
3c74e602,2.99,2022-10-28
3c7a0e7f,0.99,2022-10-08
3c7a0e7f,0.99,2022-10-08
3c8798c4,2.99,2022-10-12
3c8798c4,0.99,2022-10-12
3c891773,0.99,2022-10-20
3c93292c,0.99,2022-10-06
3cd47874,0.99,2022-10-04
3cd47874,0.99,2022-10-03
3ce5b96f,0.99,2022-10-02
3ce5b96f,0.99,2022-10-02
3cf25451,0.99,2022-10-12
3cf25451,0.99,2022-10-12
3d0337f1,0.99,2022-10-27
3d0f89c0,0.99,2022-10-01
3d0f89c0,0.99,2022-10-01
3d1b6b60,2.99,2022-10-01
3d1b6b60,0.99,2022-10-01
3d281b8c,9.99,2022-10-06
3d485d08,0.99,2022-10-24
3d64bb02,2.99,2022-10-03
3d67ff34,0.99,2022-10-03
3d6968b3,0.99,2022-10-25
3d6968b3,0.99,2022-10-25
3d6e0429,0.99,2022-10-17
3d733c38,0.99,2022-10-19
3d9ab690,0.99,2022-10-11
3d9ee7ad,0.99,2022-10-18
3db06bdd,0.99,2022-10-04
3db06bdd,0.99,2022-10-04
3db93c2f,0.99,2022-10-11
3dd0f58f,0.99,2022-10-08
3dd0f58f,2.99,2022-10-06
3dd0f58f,0.99,2022-10-05
3dd0f58f,2.99,2022-10-06
3de14f15,0.99,2022-10-17
3de14f15,0.99,2022-10-12
3de14f15,0.99,2022-10-23
3e1b4a25,0.99,2022-10-20
3e1b4a25,0.99,2022-10-21
3e1b4a25,0.99,2022-10-19
3e1b4a25,0.99,2022-10-17
3e517ecd,4.99,2022-10-20
3e7658de,0.99,2022-10-07
3e7658de,0.99,2022-10-07
3e7658de,0.99,2022-10-07
3e7658de,4.99,2022-10-07
3e774e1d,0.99,2022-10-04
3e774e1d,0.99,2022-10-04
3e774e1d,0.99,2022-10-04
3e80fad3,0.99,2022-10-28
3e80fad3,0.99,2022-10-28
3e91db5f,9.99,2022-10-03
3e91db5f,0.99,2022-10-03
3e91db5f,0.99,2022-10-03
3e9aefd9,0.99,2022-10-02
3ea302bb,2.99,2022-10-09
3f15ad49,0.99,2022-10-06
3f1de8b7,0.99,2022-10-06
3f1de8b7,0.99,2022-10-05
3f1de8b7,0.99,2022-10-05
3f34b845,2.99,2022-10-14
3f34b845,2.99,2022-10-14
3f51844b,0.99,2022-10-29
3f51844b,0.99,2022-10-28
3f677772,0.99,2022-10-17
3f7cdb39,0.99,2022-10-02
3f7cdb39,4.99,2022-10-02
3f92c42d,0.99,2022-10-03
3fc1ac45,0.99,2022-10-21
3fd5b158,0.99,2022-10-27
3fd5b158,0.99,2022-10-27
3fdc4b6f,0.99,2022-10-02
3fdc4b6f,2.99,2022-10-02
3fe50a23,0.99,2022-10-12
40047b48,0.99,2022-10-22
40047b48,0.99,2022-10-24
402e29af,0.99,2022-10-13
402e29af,0.99,2022-10-07
402e29af,0.99,2022-10-11
402e29af,0.99,2022-10-09
402e29af,4.99,2022-10-13
4043104b,0.99,2022-10-07
4043104b,2.99,2022-10-07
404919d7,0.99,2022-10-10
4058cb25,0.99,2022-10-25
4058cb25,0.99,2022-10-25
405fccab,0.99,2022-10-07
40638555,0.99,2022-10-27
40697b63,0.99,2022-10-12
40697b63,0.99,2022-10-12
408973a9,0.99,2022-10-20
409455ad,0.99,2022-10-24
409455ad,0.99,2022-10-28
40f94523,0.99,2022-10-27
410d8ab2,0.99,2022-10-13
411a9a3b,2.99,2022-10-30
411a9a3b,4.99,2022-10-30
411a9a3b,2.99,2022-10-30
411c2e3d,0.99,2022-10-20
411c2e3d,0.99,2022-10-29
4132a110,0.99,2022-10-12
4132a110,2.99,2022-10-12
41389b85,2.99,2022-10-17
41389b85,9.99,2022-10-17
414b8c59,2.99,2022-10-31
414b8c59,2.99,2022-10-31
41533fe7,0.99,2022-10-19
41533fe7,0.99,2022-10-19
415952df,0.99,2022-10-14
4196af00,0.99,2022-10-03
419dc12c,0.99,2022-10-14
419ddf50,0.99,2022-10-07
419ddf50,0.99,2022-10-07
419ddf50,2.99,2022-10-07
41a11463,0.99,2022-10-05
41a11463,0.99,2022-10-06
41c40e84,2.99,2022-10-08
41c40e84,0.99,2022-10-06
41c9e8f7,0.99,2022-10-15
41c9e8f7,0.99,2022-10-15
41c9e8f7,0.99,2022-10-15
41d05f0c,4.99,2022-10-28
41d05f0c,0.99,2022-10-28
41d0c028,0.99,2022-10-23
41d21443,0.99,2022-10-13
41d21443,0.99,2022-10-13
420c2386,0.99,2022-10-30
422e223a,0.99,2022-10-23
424fcc9d,4.99,2022-10-13
424fcc9d,0.99,2022-10-13
424fcc9d,0.99,2022-10-13
4251709f,0.99,2022-10-09
4251709f,0.99,2022-10-09
425881a4,0.99,2022-10-08
42808338,0.99,2022-10-18
42983420,0.99,2022-10-16
42b2851f,0.99,2022-10-29
42ece576,0.99,2022-10-12
42ece576,0.99,2022-10-12
42fa463d,0.99,2022-10-10
42fa463d,0.99,2022-10-10
42faf176,0.99,2022-10-30
42faf176,0.99,2022-10-30
43031085,2.99,2022-10-23
43031085,2.99,2022-10-23
43100bd3,0.99,2022-10-15
43100bd3,0.99,2022-10-15
431a4ce1,2.99,2022-10-19
432a76bc,0.99,2022-10-05
432a76bc,0.99,2022-10-05
4330fd05,9.99,2022-10-06
4330fd05,0.99,2022-10-06
43424b3c,0.99,2022-10-13
43424b3c,0.99,2022-10-10
436faf42,0.99,2022-10-08
436faf42,0.99,2022-10-08
4373fe0c,0.99,2022-10-29
4373fe0c,0.99,2022-10-28
4388a083,0.99,2022-10-24
4388a083,2.99,2022-10-23
43ae40ee,0.99,2022-10-17
43ae40ee,0.99,2022-10-17
43d5629e,0.99,2022-10-19
43d5629e,0.99,2022-10-19
43e316c2,0.99,2022-10-08
43e316c2,0.99,2022-10-08
43e316c2,0.99,2022-10-08
43e316c2,0.99,2022-10-08
4419da51,0.99,2022-10-16
4419da51,0.99,2022-10-16
44432539,2.99,2022-10-24
446302d7,0.99,2022-10-18
446302d7,2.99,2022-10-18
448aaaf5,0.99,2022-10-31
448d4092,0.99,2022-10-10
448d4092,2.99,2022-10-10
448d4092,0.99,2022-10-10
448dcd88,0.99,2022-10-23
44a08eba,0.99,2022-10-17
44dedad0,0.99,2022-10-29
4528aba5,0.99,2022-10-08
454d5086,4.99,2022-10-01
454d5086,2.99,2022-10-02
454ecba3,0.99,2022-10-11
45b0faa4,0.99,2022-10-17
45b68925,0.99,2022-10-11
45b68925,0.99,2022-10-11
45bd0881,0.99,2022-10-02
45bd0881,0.99,2022-10-03
45bd0881,0.99,2022-10-02
45c528b3,0.99,2022-10-30
45daa68f,0.99,2022-10-20
45ff162d,0.99,2022-10-19
460ef5f8,0.99,2022-10-23
460ef5f8,0.99,2022-10-23
4619380d,0.99,2022-10-09
4619380d,0.99,2022-10-18
461ae8fc,0.99,2022-10-20
461ae8fc,0.99,2022-10-20
46320f80,0.99,2022-10-04
46320f80,0.99,2022-10-04
46320f80,0.99,2022-10-04
46320f80,4.99,2022-10-04
4641845c,0.99,2022-10-09
4641845c,0.99,2022-10-09
4649f3ab,0.99,2022-10-25
465f6cfa,4.99,2022-10-31
4673b725,4.99,2022-10-08
4673b725,0.99,2022-10-08
46931379,0.99,2022-10-25
46bba92b,0.99,2022-10-08
46bba92b,0.99,2022-10-08
46ca415d,0.99,2022-10-10
46ca415d,0.99,2022-10-10
46e6ba45,0.99,2022-10-27
46eff6e7,0.99,2022-10-06
46f8a9ce,0.99,2022-10-15
4708216f,0.99,2022-10-10
4708216f,0.99,2022-10-10
4708216f,0.99,2022-10-10
4708216f,0.99,2022-10-10
4708216f,0.99,2022-10-10
47231fbf,0.99,2022-10-10
47231fbf,0.99,2022-10-08
47231fbf,0.99,2022-10-09
4734a71b,0.99,2022-10-05
4734a71b,0.99,2022-10-07
4734a71b,0.99,2022-10-06
473cd4ad,0.99,2022-10-28
475d0ef9,0.99,2022-10-15
475d0ef9,0.99,2022-10-15
