user_id,media_source,version,CPI,dt
d47ecb84,Google Adwords,0.3,0.085,2022-10-14
925d21fb,Facebook Ads,0.4,0.15,2022-10-26
dfe32581,Google Adwords,0.3,0.085,2022-10-10
66537f53,Google Adwords,0.3,0.085,2022-10-08
ae4a2206,Google Adwords,0.3,0.085,2022-10-14
6f2d798e,Facebook Ads,0.4,0.15,2022-10-24
a08bad1e,Google Adwords,0.3,0.085,2022-10-12
80bf6d7b,Google Adwords,0.3,0.085,2022-10-09
53a95cb5,organic,0.3,,2022-10-05
e51df0b0,Google Adwords,0.3,0.085,2022-10-06
1c9da91b,Google Adwords,0.4,0.085,2022-10-18
ed2d17f2,Google Adwords,0.4,0.085,2022-10-22
a0923c25,Facebook Ads,0.3,0.34,2022-10-01
273ddb29,Facebook Ads,0.4,0.15,2022-10-21
e15bd7e4,Google Adwords,0.3,0.085,2022-10-04
af521432,Facebook Ads,0.3,0.34,2022-10-13
795c4aed,Facebook Ads,0.3,0.34,2022-10-07
58547ec5,Facebook Ads,0.3,0.34,2022-10-04
f681552f,organic,0.4,,2022-10-22
661460d8,Facebook Ads,0.4,0.15,2022-10-31
dadb38af,organic,0.4,,2022-10-31
ffe04114,Google Adwords,0.3,0.085,2022-10-14
20f25012,Google Adwords,0.4,0.085,2022-10-24
123cbfc0,Google Adwords,0.3,0.085,2022-10-13
360cfa8e,Google Adwords,0.3,0.085,2022-10-15
ef66d2cc,Google Adwords,0.4,0.085,2022-10-31
2fd6f764,organic,0.4,,2022-10-18
29af23c1,Google Adwords,0.3,0.085,2022-10-03
9940d09c,Google Adwords,0.3,0.085,2022-10-15
5313b2d0,Facebook Ads,0.3,0.34,2022-10-01
903e8af6,Google Adwords,0.3,0.085,2022-10-11
29b3670e,Google Adwords,0.3,0.085,2022-10-10
ffe5dbab,Google Adwords,0.3,0.085,2022-10-14
3f1befa6,Google Adwords,0.4,0.085,2022-10-22
4335645d,Google Adwords,0.3,0.085,2022-10-12
ed3c2b07,Google Adwords,0.3,0.085,2022-10-06
a3ad175c,Facebook Ads,0.3,0.34,2022-10-05
b7aa5974,Facebook Ads,0.3,0.34,2022-10-11
63a0393b,Google Adwords,0.3,0.085,2022-10-01
9a961726,Google Adwords,0.3,0.085,2022-10-08
1f2c4973,Google Adwords,0.4,0.085,2022-10-25
f9a4f718,Google Adwords,0.3,0.085,2022-10-03
ef868ede,Facebook Ads,0.3,0.34,2022-10-03
48582d2e,Google Adwords,0.4,0.085,2022-10-19
ab312661,Facebook Ads,0.4,0.15,2022-10-29
c8f9b73a,Facebook Ads,0.3,0.34,2022-10-10
e764acf2,Facebook Ads,0.3,0.34,2022-10-15
d0cf215a,Facebook Ads,0.3,0.34,2022-10-02
b32ddff8,Facebook Ads,0.4,0.15,2022-10-27
689b711c,Google Adwords,0.3,0.085,2022-10-10
e147db69,Google Adwords,0.3,0.085,2022-10-14
796ac02f,organic,0.4,,2022-10-30
570546a4,Google Adwords,0.3,0.085,2022-10-11
b5afd01f,Facebook Ads,0.3,0.34,2022-10-05
10633dd4,Google Adwords,0.4,0.085,2022-10-18
4b942090,Google Adwords,0.4,0.085,2022-10-20
a0bdba00,organic,0.4,,2022-10-29
52e58dbb,Google Adwords,0.3,0.085,2022-10-06
f7483347,Google Adwords,0.3,0.085,2022-10-10
9d05ddcc,Google Adwords,0.4,0.085,2022-10-22
9c2ad407,Facebook Ads,0.4,0.15,2022-10-29
4f8ff1d5,Google Adwords,0.3,0.085,2022-10-15
74cd8b61,Google Adwords,0.3,0.085,2022-10-10
6faaa859,Google Adwords,0.3,0.085,2022-10-08
33f1c90d,Google Adwords,0.4,0.085,2022-10-31
39de0260,Facebook Ads,0.3,0.34,2022-10-05
b56f1422,Facebook Ads,0.3,0.34,2022-10-05
01bf0b5b,Google Adwords,0.4,0.085,2022-10-31
bc881ef4,Facebook Ads,0.3,0.34,2022-10-13
37ff28e1,Google Adwords,0.4,0.085,2022-10-19
09f22ac4,Google Adwords,0.4,0.085,2022-10-24
41476943,organic,0.3,,2022-10-03
b6a10d77,Google Adwords,0.3,0.085,2022-10-01
fee0f5b4,Google Adwords,0.4,0.085,2022-10-22
e60c8700,Google Adwords,0.4,0.085,2022-10-27
a965d16c,Google Adwords,0.4,0.085,2022-10-28
1af753cc,Facebook Ads,0.4,0.15,2022-10-26
afb22d18,organic,0.3,,2022-10-12
1c5d54f4,Google Adwords,0.4,0.085,2022-10-25
15f602cc,Google Adwords,0.3,0.085,2022-10-01
cc8a56fb,Facebook Ads,0.4,0.15,2022-10-30
22da43cb,Facebook Ads,0.3,0.34,2022-10-08
1f22e88b,Google Adwords,0.3,0.085,2022-10-08
c326ae9b,Facebook Ads,0.4,0.15,2022-10-18
8958e9ac,organic,0.3,,2022-10-11
88955d24,Facebook Ads,0.4,0.15,2022-10-30
9d596f8a,Facebook Ads,0.4,0.15,2022-10-26
45ea9120,Facebook Ads,0.4,0.15,2022-10-16
876a4219,Google Adwords,0.3,0.085,2022-10-03
a2a193e6,Google Adwords,0.4,0.085,2022-10-17
c1883a43,Facebook Ads,0.4,0.15,2022-10-31
2bf9f0ca,Facebook Ads,0.4,0.15,2022-10-20
adf633a0,Facebook Ads,0.4,0.15,2022-10-20
bd16d537,Google Adwords,0.3,0.085,2022-10-03
0803e57c,Facebook Ads,0.4,0.15,2022-10-22
91714f3c,Google Adwords,0.3,0.085,2022-10-15
be4288d7,Facebook Ads,0.4,0.15,2022-10-17
379fb9d0,Google Adwords,0.3,0.085,2022-10-12
ea6ab842,Facebook Ads,0.3,0.34,2022-10-07
a3fe751f,Google Adwords,0.3,0.085,2022-10-02
5ad2e961,Facebook Ads,0.3,0.34,2022-10-13
3ca560f7,Google Adwords,0.4,0.085,2022-10-21
8119b0db,Google Adwords,0.3,0.085,2022-10-05
4680ed26,Facebook Ads,0.4,0.15,2022-10-28
47b84056,Google Adwords,0.3,0.085,2022-10-01
4ccb5ab0,Google Adwords,0.4,0.085,2022-10-27
bce35b14,Google Adwords,0.4,0.085,2022-10-17
016a0e26,Facebook Ads,0.4,0.15,2022-10-28
f01e9c8e,Facebook Ads,0.4,0.15,2022-10-30
ee2f3c4c,Google Adwords,0.3,0.085,2022-10-08
6cc47bd8,Google Adwords,0.4,0.085,2022-10-18
465e893f,Facebook Ads,0.4,0.15,2022-10-29
36eb0a25,Facebook Ads,0.3,0.34,2022-10-13
b37874b2,Facebook Ads,0.4,0.15,2022-10-20
a22c45ef,Google Adwords,0.4,0.085,2022-10-24
47a81dbe,Facebook Ads,0.4,0.15,2022-10-26
8aa610ff,Google Adwords,0.4,0.085,2022-10-30
cee2eb27,Facebook Ads,0.4,0.15,2022-10-18
2afa61c0,Facebook Ads,0.3,0.34,2022-10-04
37104e18,Google Adwords,0.4,0.085,2022-10-22
5fb806d7,Facebook Ads,0.4,0.15,2022-10-31
960993c4,Facebook Ads,0.4,0.15,2022-10-23
d57c1e27,Facebook Ads,0.4,0.15,2022-10-24
92392b95,Google Adwords,0.4,0.085,2022-10-20
5e54dc5e,Facebook Ads,0.3,0.34,2022-10-14
cd0140e9,Google Adwords,0.3,0.085,2022-10-02
a4dba73e,Google Adwords,0.4,0.085,2022-10-30
48b96770,Google Adwords,0.4,0.085,2022-10-17
826f5b87,Facebook Ads,0.3,0.34,2022-10-11
71118678,organic,0.4,,2022-10-26
dc5b9b12,Google Adwords,0.4,0.085,2022-10-30
2428ced0,Facebook Ads,0.4,0.15,2022-10-25
775a7722,Facebook Ads,0.4,0.15,2022-10-28
595dc531,Facebook Ads,0.4,0.15,2022-10-17
ad7dcc17,Google Adwords,0.4,0.085,2022-10-18
8d261e29,Google Adwords,0.4,0.085,2022-10-31
d5153fe9,Google Adwords,0.4,0.085,2022-10-25
12230b6d,Google Adwords,0.4,0.085,2022-10-31
3c12905a,Facebook Ads,0.3,0.34,2022-10-06
5b88a382,Facebook Ads,0.4,0.15,2022-10-22
efcd5ceb,organic,0.3,,2022-10-08
3efbe7e2,Google Adwords,0.4,0.085,2022-10-31
c7f7c684,Google Adwords,0.4,0.085,2022-10-17
a1cd1249,Facebook Ads,0.4,0.15,2022-10-19
4b155383,Google Adwords,0.3,0.085,2022-10-06
cb3c4073,Google Adwords,0.4,0.085,2022-10-27
73a0ce6b,Facebook Ads,0.4,0.15,2022-10-28
1857cae8,Google Adwords,0.4,0.085,2022-10-30
79bff950,Google Adwords,0.4,0.085,2022-10-28
0050a87f,Google Adwords,0.4,0.085,2022-10-28
d1623b07,Facebook Ads,0.3,0.34,2022-10-15
7b368d81,organic,0.3,,2022-10-07
67c353f0,Google Adwords,0.4,0.085,2022-10-29
687100e5,Google Adwords,0.4,0.085,2022-10-16
a670bc11,Google Adwords,0.4,0.085,2022-10-25
211c1192,Facebook Ads,0.4,0.15,2022-10-30
5ecf301c,Facebook Ads,0.4,0.15,2022-10-23
4454c169,Google Adwords,0.4,0.085,2022-10-31
1f5eaf8f,Facebook Ads,0.4,0.15,2022-10-31
f2728541,Facebook Ads,0.3,0.34,2022-10-09
a8ab08fa,Facebook Ads,0.3,0.34,2022-10-13
5a195e42,Facebook Ads,0.4,0.15,2022-10-28
8cd3cf39,Google Adwords,0.4,0.085,2022-10-25
f3478c0c,Google Adwords,0.4,0.085,2022-10-20
a574532d,Google Adwords,0.3,0.085,2022-10-14
1cac6fb8,Google Adwords,0.4,0.085,2022-10-23
2aee88c3,Google Adwords,0.3,0.085,2022-10-15
03f6031a,Facebook Ads,0.4,0.15,2022-10-17
0eeb038d,Google Adwords,0.4,0.085,2022-10-31
44e987d2,Facebook Ads,0.4,0.15,2022-10-16
737871c9,Google Adwords,0.4,0.085,2022-10-21
c4593e80,Google Adwords,0.4,0.085,2022-10-19
67761845,Google Adwords,0.3,0.085,2022-10-09
9a869c9b,Google Adwords,0.4,0.085,2022-10-26
daa3ff0a,organic,0.3,,2022-10-05
cb646e26,Google Adwords,0.3,0.085,2022-10-07
b0f9c10e,Google Adwords,0.4,0.085,2022-10-30
d828f713,Facebook Ads,0.4,0.15,2022-10-23
029eb851,Google Adwords,0.3,0.085,2022-10-02
76612a25,Facebook Ads,0.4,0.15,2022-10-18
8a26f2b4,Google Adwords,0.3,0.085,2022-10-11
0e7e3ca6,Facebook Ads,0.3,0.34,2022-10-10
d505a347,Google Adwords,0.3,0.085,2022-10-02
9b6ce412,Facebook Ads,0.4,0.15,2022-10-18
8cce9533,Google Adwords,0.4,0.085,2022-10-26
88a9419b,Google Adwords,0.3,0.085,2022-10-06
a74556a0,Facebook Ads,0.4,0.15,2022-10-20
46f49b9f,Google Adwords,0.3,0.085,2022-10-14
8bf0205f,Facebook Ads,0.4,0.15,2022-10-30
463ec296,Facebook Ads,0.3,0.34,2022-10-14
4f0dc794,Google Adwords,0.4,0.085,2022-10-21
3e9d76e7,Facebook Ads,0.3,0.34,2022-10-05
7a404084,Google Adwords,0.4,0.085,2022-10-27
099a6230,Facebook Ads,0.4,0.15,2022-10-18
7c02379a,Google Adwords,0.3,0.085,2022-10-05
eb124480,Google Adwords,0.4,0.085,2022-10-24
2a7a761d,Google Adwords,0.4,0.085,2022-10-17
22065916,Google Adwords,0.4,0.085,2022-10-18
1d8c7f98,Facebook Ads,0.3,0.34,2022-10-15
084b440e,Facebook Ads,0.4,0.15,2022-10-31
1b1b7dfa,Google Adwords,0.4,0.085,2022-10-22
91ffb73d,Google Adwords,0.3,0.085,2022-10-03
eab47128,Facebook Ads,0.4,0.15,2022-10-30
a294cfbf,Google Adwords,0.3,0.085,2022-10-09
1ecf8ac6,Google Adwords,0.4,0.085,2022-10-17
253d8ad8,Facebook Ads,0.4,0.15,2022-10-31
6e3a64e4,Google Adwords,0.4,0.085,2022-10-23
5470bb29,organic,0.3,,2022-10-03
a943f950,Facebook Ads,0.3,0.34,2022-10-02
f3555d7f,Facebook Ads,0.4,0.15,2022-10-16
c346285a,organic,0.3,,2022-10-11
57fcc6fc,Facebook Ads,0.3,0.34,2022-10-04
e16f9fb5,Google Adwords,0.3,0.085,2022-10-13
118628df,Google Adwords,0.3,0.085,2022-10-04
ff12095c,Google Adwords,0.4,0.085,2022-10-26
5d079705,Google Adwords,0.3,0.085,2022-10-07
21821251,Facebook Ads,0.4,0.15,2022-10-21
b0c41bc4,Google Adwords,0.3,0.085,2022-10-14
d8a8a70f,Google Adwords,0.3,0.085,2022-10-07
85d0b708,Facebook Ads,0.4,0.15,2022-10-18
9c5024bb,Facebook Ads,0.3,0.34,2022-10-08
1d411835,Facebook Ads,0.3,0.34,2022-10-12
61eccff5,Facebook Ads,0.3,0.34,2022-10-06
59263d38,Google Adwords,0.3,0.085,2022-10-09
f08c5a13,Facebook Ads,0.3,0.34,2022-10-13
402e089d,Facebook Ads,0.3,0.34,2022-10-04
493bdd13,Facebook Ads,0.4,0.15,2022-10-18
ecf64745,Google Adwords,0.3,0.085,2022-10-08
f4190066,organic,0.4,,2022-10-20
245d3647,Google Adwords,0.3,0.085,2022-10-04
350c495f,Facebook Ads,0.4,0.15,2022-10-25
269bc401,Google Adwords,0.3,0.085,2022-10-08
0790a509,Google Adwords,0.4,0.085,2022-10-25
074bef96,organic,0.4,,2022-10-18
a711eedf,Google Adwords,0.4,0.085,2022-10-25
5d80044d,Google Adwords,0.4,0.085,2022-10-21
172f92b0,Facebook Ads,0.4,0.15,2022-10-27
b5858e7c,Google Adwords,0.3,0.085,2022-10-14
f073df98,Google Adwords,0.4,0.085,2022-10-30
1c46e750,Google Adwords,0.4,0.085,2022-10-25
edfda11d,organic,0.4,,2022-10-28
49888afd,Facebook Ads,0.3,0.34,2022-10-12
15c6c3b8,Facebook Ads,0.4,0.15,2022-10-16
49eada70,Google Adwords,0.4,0.085,2022-10-16
3adfcc19,Facebook Ads,0.3,0.34,2022-10-06
54471976,Facebook Ads,0.4,0.15,2022-10-24
9b845b43,Facebook Ads,0.4,0.15,2022-10-29
2aeb0f2b,Facebook Ads,0.4,0.15,2022-10-19
5c441335,organic,0.3,,2022-10-13
9f61ff2a,Google Adwords,0.4,0.085,2022-10-20
73e2df0a,Facebook Ads,0.4,0.15,2022-10-18
4f77bcf4,Google Adwords,0.3,0.085,2022-10-14
72c25397,Google Adwords,0.3,0.085,2022-10-04
f7503452,Google Adwords,0.3,0.085,2022-10-11
48e75415,Facebook Ads,0.4,0.15,2022-10-29
5f829886,Google Adwords,0.4,0.085,2022-10-18
e685592e,Google Adwords,0.4,0.085,2022-10-21
c1635438,Facebook Ads,0.4,0.15,2022-10-25
a1966733,Google Adwords,0.4,0.085,2022-10-26
e6e632d1,Facebook Ads,0.4,0.15,2022-10-29
3b3a843d,organic,0.3,,2022-10-15
bb363e77,Google Adwords,0.4,0.085,2022-10-31
df72b0ef,Google Adwords,0.4,0.085,2022-10-26
6b45e9a6,organic,0.3,,2022-10-05
b2d092f7,organic,0.4,,2022-10-29
d590bc48,organic,0.4,,2022-10-31
58f3ab8d,Facebook Ads,0.3,0.34,2022-10-04
183f9ca7,Google Adwords,0.3,0.085,2022-10-05
dff150cc,Google Adwords,0.4,0.085,2022-10-19
02c1295f,Google Adwords,0.4,0.085,2022-10-19
720f4720,Google Adwords,0.4,0.085,2022-10-27
00f99be1,Facebook Ads,0.4,0.15,2022-10-26
b9dae22d,Google Adwords,0.4,0.085,2022-10-29
37073646,Google Adwords,0.4,0.085,2022-10-29
df56282c,organic,0.3,,2022-10-03
2a3c6585,Google Adwords,0.3,0.085,2022-10-15
ea525a12,Google Adwords,0.3,0.085,2022-10-04
7c26c220,organic,0.3,,2022-10-01
889680fc,Google Adwords,0.3,0.085,2022-10-05
39975764,Google Adwords,0.3,0.085,2022-10-14
fa1b25ac,Google Adwords,0.3,0.085,2022-10-13
1ad567ea,Google Adwords,0.4,0.085,2022-10-25
157589ea,Google Adwords,0.4,0.085,2022-10-18
11e9ed57,Facebook Ads,0.3,0.34,2022-10-06
50e0a174,organic,0.3,,2022-10-13
a7e57ae0,Google Adwords,0.3,0.085,2022-10-08
e923f874,Facebook Ads,0.4,0.15,2022-10-28
b4d99638,Facebook Ads,0.3,0.34,2022-10-04
89b7f9c4,Facebook Ads,0.4,0.15,2022-10-30
479e6067,Facebook Ads,0.3,0.34,2022-10-05
0279b88c,Google Adwords,0.3,0.085,2022-10-03
2310930c,Google Adwords,0.4,0.085,2022-10-28
07a9c768,Google Adwords,0.3,0.085,2022-10-11
6fb0439b,Google Adwords,0.3,0.085,2022-10-14
4da04ae0,organic,0.4,,2022-10-31
e203845d,Google Adwords,0.3,0.085,2022-10-14
293ef0e4,Google Adwords,0.4,0.085,2022-10-17
b00a4ff8,Google Adwords,0.3,0.085,2022-10-10
6913fe43,Google Adwords,0.3,0.085,2022-10-09
3223e658,Facebook Ads,0.3,0.34,2022-10-01
a4bd0279,Facebook Ads,0.4,0.15,2022-10-30
d6bc10a4,Google Adwords,0.3,0.085,2022-10-11
293a44b4,Google Adwords,0.3,0.085,2022-10-11
e24d463f,Facebook Ads,0.3,0.34,2022-10-15
780ff932,Google Adwords,0.3,0.085,2022-10-02
307f32d9,Google Adwords,0.4,0.085,2022-10-16
9531e300,Facebook Ads,0.3,0.34,2022-10-11
4e811c4e,Google Adwords,0.4,0.085,2022-10-22
5cb495da,Facebook Ads,0.4,0.15,2022-10-20
4dd9e2dd,Google Adwords,0.3,0.085,2022-10-03
1b4ac261,Facebook Ads,0.4,0.15,2022-10-27
211a160b,Facebook Ads,0.3,0.34,2022-10-11
984fdcfc,Facebook Ads,0.3,0.34,2022-10-15
62fce6a3,Google Adwords,0.4,0.085,2022-10-16
66bdd35e,Google Adwords,0.4,0.085,2022-10-24
5cc5e6ab,Facebook Ads,0.3,0.34,2022-10-11
779deb70,Google Adwords,0.3,0.085,2022-10-08
d5ba4c48,Facebook Ads,0.3,0.34,2022-10-03
161fbcef,organic,0.3,,2022-10-12
2f733cbf,Google Adwords,0.4,0.085,2022-10-21
a2e5d82f,Facebook Ads,0.4,0.15,2022-10-19
3e7f8e39,Facebook Ads,0.4,0.15,2022-10-20
9a69c923,Facebook Ads,0.3,0.34,2022-10-13
7c845058,Google Adwords,0.4,0.085,2022-10-24
6408bc86,Facebook Ads,0.3,0.34,2022-10-04
65009248,Google Adwords,0.3,0.085,2022-10-03
756ee8a9,Google Adwords,0.4,0.085,2022-10-21
bb2475f1,Facebook Ads,0.4,0.15,2022-10-28
aba11a00,Google Adwords,0.3,0.085,2022-10-12
473d8198,Google Adwords,0.3,0.085,2022-10-11
1258ac63,Google Adwords,0.4,0.085,2022-10-16
abf1bef1,Google Adwords,0.3,0.085,2022-10-01
a4166d13,Facebook Ads,0.3,0.34,2022-10-13
c13ff4b2,Google Adwords,0.3,0.085,2022-10-03
ff979118,organic,0.3,,2022-10-07
b0e43d06,Google Adwords,0.3,0.085,2022-10-07
a5221b55,Google Adwords,0.4,0.085,2022-10-25
79a40834,Google Adwords,0.3,0.085,2022-10-12
dc19b834,Google Adwords,0.4,0.085,2022-10-26
88ee481d,Google Adwords,0.3,0.085,2022-10-12
ff755b11,organic,0.4,,2022-10-18
aa19ba20,Facebook Ads,0.3,0.34,2022-10-05
01bc4962,Google Adwords,0.3,0.085,2022-10-13
459273b5,Google Adwords,0.4,0.085,2022-10-30
987b9cfc,Google Adwords,0.4,0.085,2022-10-27
5cc7d33d,organic,0.4,,2022-10-29
dd26a630,Facebook Ads,0.4,0.15,2022-10-24
57e68382,Facebook Ads,0.3,0.34,2022-10-02
4bfa8c70,Google Adwords,0.3,0.085,2022-10-03
da328dd6,Facebook Ads,0.4,0.15,2022-10-26
ca40e506,Facebook Ads,0.4,0.15,2022-10-28
f6135a31,Google Adwords,0.4,0.085,2022-10-26
980ea57c,Facebook Ads,0.4,0.15,2022-10-21
03494761,Facebook Ads,0.4,0.15,2022-10-24
a591bcec,Facebook Ads,0.3,0.34,2022-10-05
7a7a41f0,Google Adwords,0.4,0.085,2022-10-23
95fd51ed,Google Adwords,0.3,0.085,2022-10-13
7f8d7661,Facebook Ads,0.3,0.34,2022-10-04
1f1520d1,Facebook Ads,0.3,0.34,2022-10-05
52b15204,Google Adwords,0.4,0.085,2022-10-29
fea47868,organic,0.4,,2022-10-26
84b15080,organic,0.4,,2022-10-31
2f6d396e,Google Adwords,0.4,0.085,2022-10-19
db07bae1,Google Adwords,0.4,0.085,2022-10-21
9a38de3f,Google Adwords,0.4,0.085,2022-10-18
e6df4b46,Google Adwords,0.4,0.085,2022-10-30
d5365b83,Google Adwords,0.3,0.085,2022-10-10
5e390b5a,Facebook Ads,0.3,0.34,2022-10-10
f89ce897,Google Adwords,0.3,0.085,2022-10-12
c55ea3a3,Facebook Ads,0.3,0.34,2022-10-03
3132ef3a,Facebook Ads,0.3,0.34,2022-10-02
f1ded3f6,Google Adwords,0.3,0.085,2022-10-06
a6301a1d,Google Adwords,0.4,0.085,2022-10-18
131f3e1c,Google Adwords,0.4,0.085,2022-10-30
03ca86de,Google Adwords,0.4,0.085,2022-10-17
36adcd8b,Google Adwords,0.3,0.085,2022-10-02
6920cd9b,Google Adwords,0.3,0.085,2022-10-07
112e4bde,Google Adwords,0.3,0.085,2022-10-05
56576169,Facebook Ads,0.3,0.34,2022-10-01
88a6b447,Google Adwords,0.4,0.085,2022-10-26
3f454ed5,Google Adwords,0.3,0.085,2022-10-09
c5e3e580,Facebook Ads,0.4,0.15,2022-10-31
b904b48c,Facebook Ads,0.4,0.15,2022-10-27
d3673664,Google Adwords,0.3,0.085,2022-10-03
006eec71,Google Adwords,0.3,0.085,2022-10-12
c27c7ab9,Google Adwords,0.3,0.085,2022-10-14
b5632e2d,Google Adwords,0.4,0.085,2022-10-20
b202bcaa,Google Adwords,0.4,0.085,2022-10-29
8853d1da,Facebook Ads,0.4,0.15,2022-10-29
142752cb,Google Adwords,0.4,0.085,2022-10-22
e32caaf9,Google Adwords,0.4,0.085,2022-10-30
9df9381d,Google Adwords,0.4,0.085,2022-10-30
7c6fcfbd,organic,0.4,,2022-10-28
67693897,Google Adwords,0.3,0.085,2022-10-01
d7af79cb,Google Adwords,0.3,0.085,2022-10-09
679215a8,Google Adwords,0.3,0.085,2022-10-11
eecabb1b,Facebook Ads,0.4,0.15,2022-10-18
693ab41a,Facebook Ads,0.3,0.34,2022-10-13
50d305ca,Google Adwords,0.3,0.085,2022-10-07
31f82b89,organic,0.3,,2022-10-13
d624e625,Facebook Ads,0.4,0.15,2022-10-19
55eefe51,Google Adwords,0.4,0.085,2022-10-28
42aca962,Google Adwords,0.3,0.085,2022-10-02
6f2b46ef,Google Adwords,0.3,0.085,2022-10-11
d92eadbe,organic,0.3,,2022-10-08
a723e88a,Google Adwords,0.4,0.085,2022-10-20
a9e59381,organic,0.3,,2022-10-04
a6750fce,Google Adwords,0.3,0.085,2022-10-15
e9e0d5bd,Facebook Ads,0.3,0.34,2022-10-11
5539ba5c,Facebook Ads,0.3,0.34,2022-10-01
a6da274e,Facebook Ads,0.3,0.34,2022-10-02
c2473676,organic,0.3,,2022-10-07
d355ff1a,Facebook Ads,0.3,0.34,2022-10-01
e8371dd1,Google Adwords,0.4,0.085,2022-10-23
013a0360,organic,0.4,,2022-10-25
8131b82f,Google Adwords,0.4,0.085,2022-10-17
5de40f0f,Google Adwords,0.3,0.085,2022-10-07
57a4057b,Google Adwords,0.4,0.085,2022-10-19
3bf273e2,Google Adwords,0.3,0.085,2022-10-13
6db37193,Facebook Ads,0.4,0.15,2022-10-18
a7f4882d,Google Adwords,0.4,0.085,2022-10-16
e23a79b6,Facebook Ads,0.3,0.34,2022-10-14
be017691,Facebook Ads,0.3,0.34,2022-10-12
3f4861d7,organic,0.4,,2022-10-19
25e12793,Google Adwords,0.3,0.085,2022-10-08
5a596442,Google Adwords,0.3,0.085,2022-10-06
b25e57e2,Google Adwords,0.3,0.085,2022-10-06
128b213c,Facebook Ads,0.4,0.15,2022-10-17
dcb21a9c,Facebook Ads,0.3,0.34,2022-10-13
8a3d17f4,Google Adwords,0.3,0.085,2022-10-12
e3defe40,Facebook Ads,0.4,0.15,2022-10-25
2c02f3b8,Facebook Ads,0.4,0.15,2022-10-25
5bb3fb0d,Google Adwords,0.3,0.085,2022-10-08
8e5a8686,Facebook Ads,0.4,0.15,2022-10-28
b7f0d78f,organic,0.4,,2022-10-31
3e12faa4,Google Adwords,0.4,0.085,2022-10-29
e67393de,Google Adwords,0.4,0.085,2022-10-21
c31df2de,Facebook Ads,0.3,0.34,2022-10-14
15b3d875,Google Adwords,0.3,0.085,2022-10-06
4504e1a2,Google Adwords,0.3,0.085,2022-10-09
4bfbe776,Google Adwords,0.4,0.085,2022-10-27
3462f20f,Google Adwords,0.4,0.085,2022-10-30
74473969,Facebook Ads,0.4,0.15,2022-10-31
dbc47b61,Google Adwords,0.3,0.085,2022-10-11
47402419,Google Adwords,0.4,0.085,2022-10-26
dccd9ae2,Facebook Ads,0.3,0.34,2022-10-14
31f12652,Google Adwords,0.3,0.085,2022-10-14
b86ab415,Google Adwords,0.4,0.085,2022-10-18
b25fb03b,Google Adwords,0.3,0.085,2022-10-15
78912bf2,organic,0.3,,2022-10-15
0434ca2f,organic,0.3,,2022-10-01
79b092f8,Google Adwords,0.3,0.085,2022-10-04
40452df2,Google Adwords,0.4,0.085,2022-10-16
022b8435,Facebook Ads,0.4,0.15,2022-10-18
f50a4e45,Facebook Ads,0.3,0.34,2022-10-11
afac03b7,Google Adwords,0.3,0.085,2022-10-02
38d11324,Google Adwords,0.4,0.085,2022-10-21
714d1370,Google Adwords,0.4,0.085,2022-10-21
ec194679,Google Adwords,0.3,0.085,2022-10-09
5182e9ff,Google Adwords,0.4,0.085,2022-10-25
da74abd5,organic,0.3,,2022-10-01
b595a35f,Facebook Ads,0.4,0.15,2022-10-26
157985b1,Google Adwords,0.4,0.085,2022-10-27
aaf15960,Google Adwords,0.4,0.085,2022-10-19
66e23fb7,organic,0.4,,2022-10-17
08cf4260,Google Adwords,0.3,0.085,2022-10-03
9a237ac4,Google Adwords,0.3,0.085,2022-10-09
d1ec1940,Google Adwords,0.3,0.085,2022-10-15
8d697b46,Facebook Ads,0.3,0.34,2022-10-10
4ec755d3,Google Adwords,0.4,0.085,2022-10-23
55b49401,Google Adwords,0.4,0.085,2022-10-30
0258fa76,Google Adwords,0.3,0.085,2022-10-12
37b8ed7f,Google Adwords,0.3,0.085,2022-10-06
c9679b25,Google Adwords,0.3,0.085,2022-10-07
726c4a41,Facebook Ads,0.4,0.15,2022-10-29
dcad6306,Google Adwords,0.4,0.085,2022-10-22
61d511b7,Facebook Ads,0.3,0.34,2022-10-08
6939af2d,Google Adwords,0.3,0.085,2022-10-08
8b6e80e1,Facebook Ads,0.4,0.15,2022-10-16
f57f357d,Google Adwords,0.3,0.085,2022-10-02
8c47f8e8,Google Adwords,0.3,0.085,2022-10-03
1c9c5760,Facebook Ads,0.3,0.34,2022-10-15
bfb8e9b5,Google Adwords,0.4,0.085,2022-10-23
239de60d,organic,0.4,,2022-10-26
8c0b9989,Facebook Ads,0.3,0.34,2022-10-15
dedd5ff4,Google Adwords,0.3,0.085,2022-10-03
5760521c,Facebook Ads,0.4,0.15,2022-10-17
929d5bbf,Google Adwords,0.4,0.085,2022-10-28
c40c08be,Google Adwords,0.4,0.085,2022-10-20
b905cee2,organic,0.3,,2022-10-10
8c5d0eed,Facebook Ads,0.4,0.15,2022-10-29
6909b4cd,Facebook Ads,0.4,0.15,2022-10-27
611d370d,Facebook Ads,0.3,0.34,2022-10-04
e6638799,Google Adwords,0.3,0.085,2022-10-01
746b71f5,Facebook Ads,0.3,0.34,2022-10-03
ccbef121,Google Adwords,0.4,0.085,2022-10-29
e749b697,Google Adwords,0.3,0.085,2022-10-09
865d53f0,Facebook Ads,0.3,0.34,2022-10-10
