user_id,ab_group,pdate,session_number,start_ts,end_ts
CmsWkmRSJBpWwQAgHj5pAg==,B,2023-05-03,2,2023-05-03T10:26:22.523158Z,2023-05-03T10:35:25.431094Z
CmsWkmRSJOlWuAAeHoF+Ag==,A,2023-05-03,1,2023-05-03T09:11:24.174917Z,2023-05-03T09:22:50.070162Z
CmsWkmRSJUVWwQAgHkkyAg==,A,2023-05-03,1,2023-05-03T09:12:39.852239Z,2023-05-03T09:28:34.839723Z
CmsWkmRSJY1WwQAgHkrkAg==,A,2023-05-03,1,2023-05-03T09:14:11.098209Z,2023-05-03T09:34:39.613142Z
CmsWkmRSJexWwwAhHdgMAg==,B,2023-05-03,1,2023-05-03T09:14:57.688528Z,2023-05-03T09:31:03.911653Z
CmsWkmRSJv9WwQAgHlTXAg==,B,2023-05-03,1,2023-05-03T09:19:33.449776Z,2023-05-03T09:41:43.601767Z
CmsWkmRSKARWuAAeHplQAg==,A,2023-05-03,1,2023-05-03T09:24:15.477683Z,2023-05-03T09:43:24.991404Z
CmsWkmRSKGFWwwAhHesJAg==,B,2023-05-03,1,2023-05-03T09:27:55.909808Z,2023-05-03T09:38:37.281805Z
CmsWkmRSKN9WwQAgHmORAg==,A,2023-05-03,1,2023-05-03T09:29:04.551732Z,2023-05-03T09:51:20.458755Z
CmsWkmRSL6JWwQAgHpNOAg==,A,2023-05-03,1,2023-05-03T09:56:59.384026Z,2023-05-03T10:05:31.898776Z
CmsWkmRSL8RWwQAgHpR9Ag==,B,2023-05-03,1,2023-05-03T09:57:52.439918Z,2023-05-03T10:06:42.808319Z
CmsWkmRSM25WuQAfHhH+Ag==,A,2023-05-03,1,2023-05-03T10:12:56.959349Z,2023-05-03T10:28:01.047854Z
CmsWkmRSMrhWwQAgHqr+Ag==,B,2023-05-03,1,2023-05-03T10:10:21.477746Z,2023-05-03T10:19:25.567123Z
CmsWkmRSN85WuAAeHwv+Ag==,A,2023-05-03,1,2023-05-03T11:25:13.375682Z,2023-05-03T11:36:35.027454Z
CmsWkmRSNK1WuAAeHvWpAg==,B,2023-05-03,1,2023-05-03T10:18:02.568933Z,2023-05-03T10:47:01.313845Z
CmsWkmRSNRVWuAAeHvj/Ag==,A,2023-05-03,1,2023-05-03T10:19:53.767529Z,2023-05-03T10:28:52.867264Z
CmsWkmRSNqdWwQAgHsj8Ag==,B,2023-05-03,1,2023-05-03T10:26:08.616805Z,2023-05-03T10:32:20.289788Z
CmsWkmRSNqdWwQAgHsj8Ag==,B,2023-05-06,2,2023-05-06T09:17:42.307621Z,2023-05-06T09:24:53.283263Z
CmsWzWRIzp5vdQAgCDznAg==,A,2023-05-02,1,2023-05-02T22:03:00.039778Z,2023-05-02T22:21:07.349341Z
CmsWzWRJ7RBvdQAgDGsdAg==,A,2023-05-03,1,2023-05-03T04:25:06.686452Z,2023-05-03T04:31:21.197016Z
CmsWzWRJjcxvaQAeC6IUAg==,B,2023-05-01,1,2023-05-01T21:21:39.939888Z,2023-05-01T21:27:25.137533Z
CmsXq2RKM4MiZgAeA4qPAg==,A,2023-05-02,1,2023-05-02T07:20:40.803170Z,2023-05-02T07:46:39.300398Z
CmsdS2RPr6QiEQAgAww+Ag==,A,2023-05-01,1,2023-05-01T12:25:58.570805Z,2023-05-01T13:16:36.767763Z
CmsdS2RPrYoiAQAhAwMhAg==,B,2023-05-01,1,2023-05-01T12:19:29.443406Z,2023-05-01T12:26:50.778342Z
CmsdS2RProMiEQAgAwcgAg==,B,2023-05-01,1,2023-05-01T12:21:03.749838Z,2023-05-01T12:27:48.599584Z
CmsdS2RPrrsiigAlAwZRAg==,A,2023-05-01,1,2023-05-01T12:21:43.259276Z,2023-05-01T12:30:30.602248Z
CmsdS2RPtbwi+QAkAxzHAg==,B,2023-05-01,1,2023-05-01T12:52:45.871984Z,2023-05-01T13:14:30.331731Z
CmsdS2RPtp4i+QAkAx/mAg==,A,2023-05-01,1,2023-05-01T12:55:19.961804Z,2023-05-01T13:02:11.659987Z
Cmsdp2RQ0aJ5pQAgBaMzAg==,A,2023-05-02,1,2023-05-02T09:02:53.221740Z,2023-05-02T09:09:54.281672Z
Cmsdp2RQ1K95pQAgBbm4Ag==,B,2023-05-02,1,2023-05-02T09:15:57.501484Z,2023-05-02T09:31:15.408604Z
Cmsdp2RQ1eV5pQAgBcNaAg==,B,2023-05-02,1,2023-05-02T09:21:13.583539Z,2023-05-02T09:30:39.536832Z
Cmsdp2RQ2r55qwAiBfRHAg==,A,2023-05-02,1,2023-05-02T09:41:37.178913Z,2023-05-02T09:49:55.600741Z
Cmsdp2RQ3795rgAhBgB0Ag==,A,2023-05-02,1,2023-05-02T10:03:27.545354Z,2023-05-02T10:09:09.269076Z
Cmsdp2RQ3Cd5pQAfBf3vAg==,A,2023-05-02,1,2023-05-02T09:48:00.585185Z,2023-05-02T10:27:05.278548Z
Cmsdp2RQ3It5rgAhBeoFAg==,A,2023-05-02,1,2023-05-02T09:49:26.013274Z,2023-05-02T09:59:41.362917Z
Cmsdp2RQ3O95rgAhBeyaAg==,B,2023-05-02,1,2023-05-02T09:51:00.132085Z,2023-05-02T10:14:27.294989Z
Cmsdp2RQ3qF5rgAhBff/Ag==,B,2023-05-02,1,2023-05-02T09:58:22.599823Z,2023-05-02T11:05:46.699589Z
Cmsdp2RQ3rd5pQAgBgODAg==,A,2023-05-02,1,2023-05-02T09:59:09.795454Z,2023-05-02T10:18:53.002267Z
Cmsdp2RQ3v95rgAhBfq9Ag==,B,2023-05-02,1,2023-05-02T10:00:11.754708Z,2023-05-02T10:23:10.515974Z
Cmsdp2RQ4C95pQAfBhvIAg==,B,2023-05-02,1,2023-05-02T10:05:32.044029Z,2023-05-02T10:11:25.253433Z
Cmsdp2RQ4Lt5qwAiBh+GAg==,A,2023-05-02,1,2023-05-02T10:07:16.790647Z,2023-05-02T10:15:53.412582Z
Cmsdp2RQ5W95pQAgBjj/Ag==,A,2023-05-02,1,2023-05-02T10:27:02.873402Z,2023-05-02T10:43:02.077784Z
Cmsdp2RQO2p5rgAhAwt2Ag==,A,2023-05-02,1,2023-05-02T18:52:38.791700Z,2023-05-02T19:19:38.887324Z
Cmsdp2RQYkV5rgAhA1p+Ag==,B,2023-05-02,1,2023-05-02T01:07:55.834753Z,2023-05-02T01:40:33.865952Z
Cmsdp2RQYnB5qwAiA1u7Ag==,B,2023-05-02,1,2023-05-02T01:09:06.243486Z,2023-05-02T01:29:28.318323Z
Cmsdp2RQa5l5pQAgA3EWAg==,A,2023-05-02,1,2023-05-02T01:48:36.047295Z,2023-05-02T01:54:08.280772Z
Cmsdp2RQaA55rgAhA2rOAg==,A,2023-05-02,1,2023-05-02T01:34:32.528489Z,2023-05-02T01:42:59.667617Z
Cmsdp2RQafx5pQAfA3R+Ag==,A,2023-05-02,1,2023-05-02T01:40:55.709109Z,2023-05-02T01:52:55.495268Z
Cmsdp2RQafx5pQAfA3R+Ag==,A,2023-05-02,2,2023-05-02T04:12:05.022774Z,2023-05-02T05:48:03.877318Z
Cmsdp2RQclB5pQAgA4L0Ag==,B,2023-05-02,1,2023-05-02T02:17:06.116237Z,2023-05-02T02:29:32.687964Z
Cmsdp2RQjLF5rgAhA+2kAg==,B,2023-05-02,1,2023-05-02T04:09:00.961693Z,2023-05-02T04:24:27.003187Z
Cmsdp2RQjtt5pQAfBAreAg==,B,2023-05-02,1,2023-05-02T04:18:30.149239Z,2023-05-02T04:24:10.391396Z
Cmsdp2RQk3J5rgAhBA4NAg==,A,2023-05-02,1,2023-05-02T04:38:04.139086Z,2023-05-02T04:53:34.123600Z
Cmsdp2RQkNJ5qwAiBAoNAg==,B,2023-05-02,1,2023-05-02T04:26:23.607707Z,2023-05-02T04:31:27.991571Z
Cmsdp2RQmEp5qwAiBDLXAg==,A,2023-05-02,1,2023-05-02T04:59:28.411631Z,2023-05-02T05:09:07.348635Z
Cmsdp2RQmJ95rgAhBC5xAg==,A,2023-05-02,1,2023-05-02T04:59:35.066814Z,2023-05-02T05:17:08.344791Z
Cmsdp2RQmRJ5pQAgBDeQAg==,A,2023-05-02,1,2023-05-02T05:01:43.644154Z,2023-05-02T05:40:25.721757Z
Cmsdp2RQnlp5rgAhBE8QAg==,B,2023-05-02,1,2023-05-02T05:24:26.706557Z,2023-05-02T05:36:06.389257Z
Cmsdp2RQoiR5qwAiBHDbAg==,A,2023-05-02,1,2023-05-02T05:40:20.642306Z,2023-05-02T05:56:20.923453Z
Cmsdp2RQpO55qwAiBIPLAg==,B,2023-05-02,1,2023-05-02T05:53:02.006833Z,2023-05-02T06:03:24.414600Z
Cmsdp2RQqBB5pQAfBKU4Ag==,A,2023-05-02,1,2023-05-02T06:06:05.324392Z,2023-05-02T06:14:43.911052Z
Cmsdp2RQqLp5qwAiBJs3Ag==,B,2023-05-02,1,2023-05-02T06:08:45.730211Z,2023-05-02T06:16:01.283012Z
Cmsdp2RQqTh5pQAfBKuMAg==,A,2023-05-02,1,2023-05-02T06:10:29.749745Z,2023-05-02T06:17:06.734396Z
Cmsdp2RQr5p5rgAhBL3bAg==,A,2023-05-02,1,2023-05-02T06:37:50.819847Z,2023-05-02T07:49:16.598825Z
Cmsdp2RQrfl5pQAfBMfgAg==,B,2023-05-02,1,2023-05-02T06:30:57.680224Z,2023-05-02T06:40:43.067472Z
Cmsdp2RQrrB5rgAhBLcsAg==,B,2023-05-02,1,2023-05-02T06:33:51.828186Z,2023-05-02T06:51:43.433611Z
Cmsdp2RQruJ5qwAiBMCkAg==,A,2023-05-02,1,2023-05-02T06:34:43.274489Z,2023-05-02T07:00:35.949684Z
Cmsdp2RQsGR5pQAgBMKHAg==,A,2023-05-02,1,2023-05-02T06:42:16.239025Z,2023-05-02T06:51:20.465242Z
Cmsdp2RQsRx5qwAiBM8nAg==,A,2023-05-02,1,2023-05-02T06:44:11.690237Z,2023-05-02T06:53:38.598406Z
Cmsdp2RQsSp5rgAhBMatAg==,B,2023-05-02,1,2023-05-02T06:45:43.332346Z,2023-05-02T09:00:33.593545Z
Cmsdp2RQsbZ5pQAgBMmxAg==,A,2023-05-02,1,2023-05-02T06:47:17.084334Z,2023-05-02T07:21:29.143192Z
Cmsdp2RQt8p5qwAiBPlZAg==,A,2023-05-02,1,2023-05-02T07:12:35.658472Z,2023-05-02T07:19:40.364888Z
Cmsdp2RQu3F5pQAfBSK0Ag==,A,2023-05-02,1,2023-05-02T07:28:10.799756Z,2023-05-02T07:33:51.519973Z
Cmsdp2RQuFt5qwAiBP6LAg==,B,2023-05-02,1,2023-05-02T07:15:07.660165Z,2023-05-02T07:20:28.109006Z
Cmsdp2RQufB5rgAhBP5KAg==,B,2023-05-02,1,2023-05-02T07:21:52.892709Z,2023-05-02T07:27:08.574519Z
Cmsdp2RQuyR5qwAiBRKeAg==,A,2023-05-02,1,2023-05-02T07:27:09.798670Z,2023-05-02T07:43:38.406371Z
Cmsdp2RQyW55qwAiBXtzAg==,B,2023-05-02,1,2023-05-02T08:27:33.718109Z,2023-05-02T08:39:16.665448Z
Cmsdp2RQygF5rgAhBW0TAg==,B,2023-05-02,1,2023-05-02T08:31:34.942520Z,2023-05-02T08:56:37.136307Z
Cmsdp2RQz/p5pQAfBasyAg==,A,2023-05-02,1,2023-05-02T08:56:12.058722Z,2023-05-02T09:01:33.109217Z
Cmsdp2RQzTR5pQAfBZesAg==,A,2023-05-02,1,2023-05-02T08:44:39.293715Z,2023-05-02T08:55:58.749725Z
Cmsdp2RQzY55pQAfBZn7Ag==,B,2023-05-02,1,2023-05-02T08:45:22.561009Z,2023-05-02T08:54:25.889558Z
Cmsdp2RQzY55pQAfBZn7Ag==,B,2023-05-05,2,2023-05-05T08:18:27.436445Z,2023-05-05T08:26:35.814817Z
Cmsdp2RQzeN5qwAiBZowAg==,B,2023-05-02,1,2023-05-02T08:47:11.351626Z,2023-05-02T09:04:41.052192Z
Cmsdp2RQzeN5qwAiBZowAg==,B,2023-05-02,2,2023-05-02T11:16:54.217580Z,2023-05-02T11:32:43.499218Z
Cmsdp2RQzpV5pQAfBaDqAg==,B,2023-05-02,1,2023-05-02T08:50:06.399892Z,2023-05-02T09:22:10.544988Z
CmsrGGRS1dC80QAeBpEHAg==,B,2023-05-03,1,2023-05-03T21:45:41.652825Z,2023-05-03T21:50:52.293815Z
CmsrGGRS3vq80QAeBqsGAg==,B,2023-05-03,1,2023-05-03T22:25:27.083390Z,2023-05-03T22:41:30.842884Z
CmsrGGRS55C80QAeBsF6Ag==,A,2023-05-03,1,2023-05-03T23:00:48.505998Z,2023-05-03T23:06:42.815700Z
CmsrGGRS6wC81wAgBseRAg==,A,2023-05-03,1,2023-05-03T23:15:17.034029Z,2023-05-03T23:43:24.117164Z
CmsrGGRS7tm80wAhBsMQAg==,B,2023-05-03,1,2023-05-03T23:32:10.228217Z,2023-05-03T23:37:39.543617Z
CmsrGGRSQzS80wAhAwPgAg==,B,2023-05-03,1,2023-05-03T11:20:14.389147Z,2023-05-03T14:58:13.236911Z
CmsrGGRSRMO80wAhAw4dAg==,B,2023-05-03,1,2023-05-03T11:28:10.152118Z,2023-05-03T11:37:47.372754Z
CmsrGGRSRcW8zwAfAxboAg==,A,2023-05-03,1,2023-05-03T11:30:38.237189Z,2023-05-03T11:45:46.815205Z
CmsrGGRSRcW8zwAfAxboAg==,A,2023-05-03,2,2023-05-03T12:35:05.790915Z,2023-05-03T12:41:24.880489Z
CmsrGGRSRcW8zwAfAxboAg==,A,2023-05-05,3,2023-05-05T15:49:29.454460Z,2023-05-05T16:21:38.909133Z
CmsrGGRSRga80QAeAxf+Ag==,A,2023-05-03,1,2023-05-03T11:33:13.645650Z,2023-05-03T11:51:20.075833Z
CmsrGGRSRvC80QAeAx/uAg==,B,2023-05-03,1,2023-05-03T11:36:00.799308Z,2023-05-03T11:46:41.281585Z
CmsrGGRSSRa8zwAfAzCiAg==,B,2023-05-03,1,2023-05-03T11:45:12.347533Z,2023-05-03T12:24:30.098244Z
CmsrGGRSSj681wAgAzchAg==,B,2023-05-03,1,2023-05-03T11:49:35.795643Z,2023-05-03T11:55:54.515791Z
CmsrGGRSSmy80wAhAzUZAg==,B,2023-05-03,1,2023-05-03T11:50:31.964777Z,2023-05-03T12:09:49.379139Z
CmsrGGRSTee80wAhA08hAg==,B,2023-05-03,1,2023-05-03T12:07:37.310472Z,2023-05-03T12:15:02.860358Z
CmsrGGRSTvy81wAgA1YoAg==,B,2023-05-03,1,2023-05-03T12:10:22.951343Z,2023-05-03T12:29:37.250589Z
CmsrGGRSU0e8zwAfA3PfAg==,B,2023-05-03,1,2023-05-03T12:28:21.573984Z,2023-05-03T12:35:48.763933Z
CmsrGGRSUVu80wAhA2VvAg==,A,2023-05-03,1,2023-05-03T12:19:57.998622Z,2023-05-03T12:25:25.202885Z
CmsrGGRSUp28zwAfA24hAg==,B,2023-05-03,1,2023-05-03T12:26:14.589148Z,2023-05-03T12:45:10.240152Z
CmsrGGRSVAi8zwAfA3hxAg==,B,2023-05-03,1,2023-05-03T12:31:52.976076Z,2023-05-03T13:02:31.365227Z
CmsrGGRSXZy80QAeA7sGAg==,B,2023-05-03,1,2023-05-03T13:12:27.115346Z,2023-05-03T13:36:11.207053Z
CmsrGGRSXZy80QAeA7sGAg==,B,2023-05-03,2,2023-05-03T14:17:37.408955Z,2023-05-03T14:24:17.306494Z
CmsrGGRSXnq80wAhA8KLAg==,B,2023-05-03,1,2023-05-03T13:16:39.149942Z,2023-05-03T13:21:57.603189Z
CmsrGGRSY+e81wAgA+ShAg==,B,2023-05-03,1,2023-05-03T13:39:03.985144Z,2023-05-03T13:54:01.359624Z
CmsrGGRSY8e80QAeA+MoAg==,A,2023-05-03,1,2023-05-03T13:39:01.023164Z,2023-05-03T14:21:38.399187Z
CmsrGGRSYLS80QAeA8+5Ag==,A,2023-05-03,1,2023-05-03T13:25:16.598996Z,2023-05-03T14:17:29.380829Z
CmsrGGRSYLS80QAeA8+5Ag==,A,2023-05-03,2,2023-05-03T14:48:27.703584Z,2023-05-03T14:59:19.144458Z
CmsrGGRSYLS80QAeA8+5Ag==,A,2023-05-03,3,2023-05-03T15:57:11.504183Z,2023-05-03T16:21:54.689528Z
CmsrGGRSYzy81wAgA+BIAg==,A,2023-05-03,1,2023-05-03T13:36:36.939279Z,2023-05-03T13:52:03.909910Z
CmsrGGRSZIS80wAhA+gAAg==,B,2023-05-03,1,2023-05-03T13:41:40.407021Z,2023-05-03T13:53:01.988887Z
CmsrGGRSZYy80wAhA+9fAg==,A,2023-05-03,1,2023-05-03T13:46:33.865288Z,2023-05-03T14:14:13.500449Z
CmsrGGRSZuW81wAgA/orAg==,B,2023-05-03,1,2023-05-03T13:52:36.330062Z,2023-05-03T14:04:08.309770Z
CmsrGGRSZxq81wAgA/swAg==,B,2023-05-03,1,2023-05-03T13:54:03.434871Z,2023-05-03T14:07:17.637583Z
CmsrGGRSZxq81wAgA/swAg==,B,2023-05-04,2,2023-05-04T09:01:05.793613Z,2023-05-04T09:13:23.564873Z
CmsrGGRSZxq81wAgA/swAg==,B,2023-05-05,3,2023-05-05T16:41:28.877762Z,2023-05-05T17:14:36.993657Z
CmsrGGRScAG80wAhBDCaAg==,B,2023-05-03,1,2023-05-03T14:34:26.621810Z,2023-05-03T14:44:36.148107Z
CmsrGGRScAG80wAhBDCaAg==,B,2023-05-05,2,2023-05-05T15:02:01.815373Z,2023-05-05T15:18:13.769436Z
CmsrGGRSdD+81wAgBE+lAg==,B,2023-05-03,1,2023-05-03T14:50:19.100678Z,2023-05-03T15:03:51.860051Z
CmsrGGRSdTq81wAgBFO2Ag==,B,2023-05-03,1,2023-05-03T14:53:27.092100Z,2023-05-03T15:17:26.521816Z
CmsrGGRSdU281wAgBFR1Ag==,A,2023-05-03,1,2023-05-03T14:53:48.302253Z,2023-05-03T15:18:53.090307Z
CmsrGGRSdeK80QAeBFtOAg==,B,2023-05-03,1,2023-05-03T14:56:27.401590Z,2023-05-03T15:08:00.773358Z
CmsrGGRSeKC80wAhBGjUAg==,B,2023-05-03,1,2023-05-03T15:08:32.884428Z,2023-05-03T15:25:01.989345Z
CmsrGGRSeKC80wAhBGjUAg==,B,2023-05-03,2,2023-05-03T16:43:59.222175Z,2023-05-03T16:55:54.141199Z
CmsrGGRSeKC80wAhBGjUAg==,B,2023-05-06,3,2023-05-06T16:11:03.695647Z,2023-05-06T16:39:46.476734Z
CmsrGGRSefC81wAgBHDRAg==,A,2023-05-03,1,2023-05-03T15:12:52.662834Z,2023-05-03T15:21:07.210669Z
CmsrGGRSefe8zwAfBHC4Ag==,A,2023-05-03,1,2023-05-03T15:13:06.565784Z,2023-05-03T15:25:54.437034Z
CmsrGGRSemy81wAgBHLlAg==,A,2023-05-03,1,2023-05-03T15:15:44.160311Z,2023-05-03T15:34:39.261641Z
CmsrGGRSeve80wAhBHURAg==,A,2023-05-03,1,2023-05-03T15:21:08.808534Z,2023-05-03T15:26:15.413462Z
CmsrGGRSeza80wAhBHZ0Ag==,A,2023-05-03,1,2023-05-03T15:19:27.577490Z,2023-05-03T15:25:22.978078Z
CmsrGGRSfDm80QAeBIR2Ag==,B,2023-05-03,1,2023-05-03T15:23:01.300586Z,2023-05-03T15:29:47.030242Z
CmsrGGRSfK+81wAgBID2Ag==,A,2023-05-03,1,2023-05-03T15:25:05.998766Z,2023-05-03T15:49:03.246868Z
CmsrGGRSfTm8zwAfBIXbAg==,A,2023-05-03,1,2023-05-03T15:28:23.740827Z,2023-05-03T15:36:18.427133Z
CmsrGGRSfgO80wAhBIpaAg==,B,2023-05-03,1,2023-05-03T15:30:41.558181Z,2023-05-03T15:44:08.231181Z
CmsrGGRSgIq80wAhBJyBAg==,A,2023-05-03,1,2023-05-03T15:42:24.764901Z,2023-05-03T15:52:16.168785Z
CmsrGGRSgey80wAhBKS5Ag==,A,2023-05-03,1,2023-05-03T15:46:59.425743Z,2023-05-03T16:00:09.540344Z
CmsrGGRSh5y8zwAfBMu3Ag==,B,2023-05-03,1,2023-05-03T16:12:10.209772Z,2023-05-03T16:28:11.936235Z
CmsrGGRShSW80QAeBL/wAg==,B,2023-05-03,1,2023-05-03T16:02:36.354418Z,2023-05-03T16:10:08.716850Z
CmsrGGRShWO8zwAfBL2hAg==,B,2023-05-03,1,2023-05-03T16:04:41.543423Z,2023-05-03T16:17:02.688756Z
CmsrGGRShnS8zwAfBMREAg==,B,2023-05-03,1,2023-05-03T16:06:51.015123Z,2023-05-03T16:12:30.207431Z
CmsrGGRSi4q8zwAfBOqIAg==,B,2023-05-03,1,2023-05-03T16:30:37.659127Z,2023-05-03T16:39:56.796434Z
CmsrGGRSjQO80QAeBPZxAg==,B,2023-05-03,1,2023-05-03T16:35:55.382139Z,2023-05-03T16:50:46.246997Z
CmsrGGRSjsW80QAeBQMEAg==,B,2023-05-03,1,2023-05-03T16:42:04.518383Z,2023-05-03T16:48:07.202843Z
CmsrGGRSk+a80QAeBSdIAg==,B,2023-05-03,1,2023-05-03T17:04:01.414858Z,2023-05-03T17:19:09.242053Z
CmsrGGRSkLC80QAeBQ/7Ag==,B,2023-05-03,1,2023-05-03T16:50:04.667421Z,2023-05-03T17:13:50.244014Z
CmsrGGRSkc681wAgBQ7AAg==,A,2023-05-03,1,2023-05-03T16:56:16.652017Z,2023-05-03T18:49:07.585123Z
CmsrGGRSkc681wAgBQ7AAg==,A,2023-05-05,2,2023-05-05T15:34:06.188914Z,2023-05-05T16:42:39.990320Z
CmsrGGRSlEe80QAeBSmDAg==,B,2023-05-03,1,2023-05-03T17:07:12.050570Z,2023-05-03T17:13:36.133607Z
CmsrGGRSn4u80wAhBW5wAg==,A,2023-05-03,1,2023-05-03T17:53:44.125796Z,2023-05-03T17:58:54.457922Z
CmsrGGRSnsG81wAgBWrVAg==,A,2023-05-03,1,2023-05-03T17:51:05.134885Z,2023-05-03T18:04:40.781117Z
CmsrGGRSoPq80QAeBYAsAg==,B,2023-05-03,1,2023-05-03T18:00:16.201566Z,2023-05-03T18:07:32.856171Z
CmsrGGRSoUa80QAeBYHIAg==,B,2023-05-03,1,2023-05-03T18:01:17.915160Z,2023-05-03T18:26:48.808909Z
CmsrGGRSptS8zwAfBap5Ag==,A,2023-05-03,1,2023-05-03T18:25:00.850828Z,2023-05-03T19:14:18.831637Z
CmsrGGRSq/28zwAfBcv3Ag==,A,2023-05-03,1,2023-05-03T18:47:02.117771Z,2023-05-03T18:53:27.948383Z
CmsrGGRSqWa81wAgBa+dAg==,A,2023-05-03,1,2023-05-03T18:37:02.528943Z,2023-05-03T18:43:08.816587Z
CmsrGGRSrey80wAhBcvcAg==,A,2023-05-03,1,2023-05-03T18:55:15.545238Z,2023-05-03T19:30:22.861401Z
CmsrGGRSsR281wAgBeTSAg==,A,2023-05-03,1,2023-05-03T19:08:54.084920Z,2023-05-03T20:10:06.178863Z
CmsrGGRSsnq81wAgBetTAg==,B,2023-05-03,1,2023-05-03T19:14:36.542283Z,2023-05-03T19:24:03.480030Z
CmsrGGRSswu80wAhBeeUAg==,A,2023-05-03,1,2023-05-03T19:19:36.843950Z,2023-05-03T19:36:25.195953Z
CmsrGGRSswu80wAhBeeUAg==,A,2023-05-03,2,2023-05-03T20:10:27.964903Z,2023-05-03T20:51:21.495687Z
CmsrGGRStCS81wAgBfPjAg==,A,2023-05-03,1,2023-05-03T19:21:34.580884Z,2023-05-03T19:34:40.574430Z
CmsrGGRStEG80wAhBe11Ag==,A,2023-05-03,1,2023-05-03T19:21:48.967421Z,2023-05-03T19:28:56.919869Z
CmsrGGRSu7S80QAeBiOXAg==,B,2023-05-03,1,2023-05-03T19:54:44.268985Z,2023-05-03T20:14:00.867984Z
CmsrGGRSu7S80QAeBiOXAg==,B,2023-05-04,2,2023-05-04T19:27:31.533511Z,2023-05-04T19:49:24.442704Z
CmsrGGRSuei80wAhBg3YAg==,B,2023-05-03,1,2023-05-03T19:46:09.772784Z,2023-05-03T20:07:00.194650Z
CmsrGGRSv/K80QAeBjkIAg==,A,2023-05-03,1,2023-05-03T20:12:03.932974Z,2023-05-03T20:21:17.761496Z
CmsrGGRSvAO8zwAfBifmAg==,B,2023-05-03,1,2023-05-03T19:56:07.048346Z,2023-05-03T20:03:05.562296Z
CmsrGGRSxp+80QAeBlYDAg==,A,2023-05-03,1,2023-05-03T20:40:26.980473Z,2023-05-03T20:55:33.511585Z
CmsrGGRSxxC80wAhBkslAg==,A,2023-05-03,1,2023-05-03T20:43:01.904096Z,2023-05-03T20:52:06.835813Z
CmsrGGRSzoy80wAhBmsYAg==,A,2023-05-03,1,2023-05-03T21:14:26.153572Z,2023-05-03T21:21:44.213218Z
CmsuT2RPfvK+TAAfAwSKAg==,A,2023-05-01,1,2023-05-01T08:59:23.150806Z,2023-05-01T09:10:49.417363Z
CmsvImRLwkmTawAhAxa+Ag==,B,2023-05-02,1,2023-05-02T18:41:03.338751Z,2023-05-02T19:16:50.636250Z
CmswDGRM2NOvqwAfBsasAg==,A,2023-05-01,1,2023-05-01T08:32:36.435704Z,2023-05-01T08:47:29.573809Z
CmswDGRM8vKvqwAgB1CtAg==,A,2023-05-03,1,2023-05-03T21:32:30.791793Z,2023-05-03T21:46:45.491974Z
CmswDGRMANKvpQAeA27TAg==,A,2023-05-01,1,2023-05-01T14:39:30.587174Z,2023-05-01T14:56:33.525498Z
CmswDGRMDBOvqwAgA6vIAg==,A,2023-05-02,1,2023-05-02T10:29:13.857525Z,2023-05-02T10:47:48.341465Z
CmswDGRMEoOvpQAeA9ycAg==,A,2023-05-03,1,2023-05-03T18:53:54.759343Z,2023-05-03T19:05:32.254437Z
CmswDGRMEoOvpQAeA9ycAg==,A,2023-05-04,2,2023-05-04T09:39:01.476903Z,2023-05-04T16:17:24.169584Z
CmswDGRMN5ivqwAfBG2hAg==,B,2023-05-02,1,2023-05-02T07:44:18.433578Z,2023-05-02T07:52:28.910775Z
CmswDGRMN5ivqwAfBG2hAg==,B,2023-05-03,2,2023-05-03T13:55:46.735209Z,2023-05-03T14:06:23.362858Z
CmswDGRN7eevqwAgC2KlAg==,B,2023-05-01,1,2023-05-01T01:01:23.103186Z,2023-05-01T01:13:32.410511Z
CmswDGRNAv+vrgAhB6WjAg==,A,2023-05-03,1,2023-05-03T09:14:10.391746Z,2023-05-03T09:39:10.199502Z
CmswDGRND8SvqwAgB93ZAg==,A,2023-05-01,1,2023-05-01T16:50:05.461734Z,2023-05-01T17:19:07.042418Z
CmswDGRNV/6vqwAgCXAvAg==,B,2023-05-01,1,2023-05-01T16:44:16.173242Z,2023-05-01T16:56:10.891289Z
CmswDGRNW76vqwAgCYVtAg==,B,2023-05-01,1,2023-05-01T15:48:11.079157Z,2023-05-01T16:02:15.814567Z
CmswDGRNfT6vqwAfCk7BAg==,B,2023-05-03,1,2023-05-03T18:22:44.742259Z,2023-05-03T18:36:47.490757Z
CmswDGRNfkmvpQAeCkt9Ag==,B,2023-05-03,1,2023-05-03T16:59:40.471747Z,2023-05-03T17:17:29.852045Z
CmswDGRNfkmvpQAeCkt9Ag==,B,2023-05-03,2,2023-05-03T18:37:45.292219Z,2023-05-03T18:59:24.925327Z
CmswDGRNfkmvpQAeCkt9Ag==,B,2023-05-03,3,2023-05-03T19:41:21.679213Z,2023-05-03T19:48:59.688856Z
CmswDGRNfkmvpQAeCkt9Ag==,B,2023-05-04,4,2023-05-04T16:40:51.248025Z,2023-05-04T17:16:56.400194Z
CmswDGRO05CvrgAhEJv3Ag==,A,2023-05-03,1,2023-05-03T20:36:26.823458Z,2023-05-03T20:44:15.083573Z
CmswDGRODf6vpQAeDAhpAg==,A,2023-05-01,1,2023-05-01T05:12:49.028978Z,2023-05-01T06:07:46.269152Z
