userId,date,deviceCategory,sourceMedium,experimentVariant,clickButtonOnMain,sessionDuration
432,2019-11-27,desktop,(direct) / (none),0,0,"120,4448258"
433,2019-11-27,mobile,maz.com / referral,0,0,"124,8929905"
434,2019-11-27,mobile,bernum.com / referral,0,0,"115,1233228"
435,2019-11-27,mobile,google / cpc,0,0,"117,0454837"
436,2019-11-27,desktop,google / organic,0,0,"125,2868701"
437,2019-11-27,tablet,(direct) / (none),0,0,"118,6642999"
438,2019-11-27,mobile,(direct) / (none),0,0,"127,0227794"
439,2019-11-27,desktop,maz.com / referral,0,0,"128,7867914"
440,2019-11-27,mobile,google / cpc,0,0,"120,5513159"
441,2019-11-27,mobile,google / cpc,1,0,"118,3700533"
442,2019-11-27,desktop,(direct) / (none),1,0,"121,6364471"
443,2019-11-27,desktop,maz.com / referral,0,0,"123,875762"
444,2019-11-27,desktop,google / organic,0,0,"120,1330107"
445,2019-11-27,mobile,maz.com / referral,1,0,"141,0475297"
446,2019-11-27,desktop,maz.com / referral,0,0,"113,362517"
447,2019-11-27,tablet,google / organic,1,0,"145,6378238"
448,2019-11-27,desktop,onerep.zendesk.com / referral,0,0,"126,2153031"
449,2019-11-27,desktop,maz.com / referral,0,0,"115,1289278"
450,2019-11-27,mobile,maz.com / referral,0,0,"110,6038796"
451,2019-11-27,desktop,google / organic,0,0,"122,5252953"
452,2019-11-27,mobile,maz.com / referral,1,0,"127,1938757"
453,2019-11-27,desktop,(direct) / (none),0,0,"126,5183214"
454,2019-11-27,mobile,google / cpc,1,0,"146,229911"
455,2019-11-27,mobile,maz.com / referral,1,0,"137,4315428"
456,2019-11-27,desktop,maz.com / referral,1,0,"132,5902332"
457,2019-11-27,desktop,maz.com / referral,1,0,"134,8237244"
458,2019-11-27,mobile,google / cpc,0,0,"123,3872716"
459,2019-11-27,desktop,maz.com / referral,0,0,"121,9188059"
460,2019-11-27,desktop,(direct) / (none),1,0,"147,3290097"
461,2019-11-27,mobile,maz.com / referral,0,0,"134,0655069"
462,2019-11-27,desktop,maz.com / referral,0,0,"115,6847553"
463,2019-11-27,mobile,maz.com / referral,1,0,"138,5844752"
464,2019-11-27,mobile,google / cpc,0,0,"126,0612747"
465,2019-11-27,mobile,google / cpc,0,0,"113,7922632"
466,2019-11-27,desktop,maz.com / referral,0,0,"109,8231358"
467,2019-11-27,mobile,(direct) / (none),1,0,"156,0186197"
468,2019-11-27,mobile,google / cpc,1,0,"138,7638269"
469,2019-11-27,mobile,google / cpc,1,0,"129,9334721"
470,2019-11-27,desktop,(direct) / (none),1,0,"132,3404754"
471,2019-11-27,mobile,google / organic,1,0,"122,2259853"
472,2019-11-27,mobile,bernum.com / referral,0,0,"119,3690016"
473,2019-11-27,desktop,maz.com / referral,0,0,"122,0516202"
474,2019-11-27,desktop,accounts.google.com / referral,0,0,"120,4251409"
475,2019-11-27,desktop,maz.com / referral,0,0,"125,7691894"
476,2019-11-27,mobile,maz.com / referral,1,0,"139,7939159"
477,2019-11-27,mobile,google / cpc,0,0,"123,7323685"
478,2019-11-27,desktop,maz.com / referral,1,0,"145,7559136"
479,2019-11-27,mobile,(direct) / (none),1,0,"122,9638854"
480,2019-11-27,mobile,maz.com / referral,0,0,"127,690053"
481,2019-11-27,desktop,maz.com / referral,0,0,"118,8165035"
482,2019-11-27,desktop,maz.com / referral,0,0,"119,2139124"
483,2019-11-27,mobile,google / cpc,0,0,"123,0187735"
484,2019-11-27,mobile,google / cpc,1,0,"130,407206"
485,2019-11-27,desktop,google / organic,1,0,"117,4700006"
486,2019-11-27,desktop,(direct) / (none),1,0,"124,127882"
487,2019-11-27,desktop,maz.com / referral,1,0,"132,1750062"
488,2019-11-27,desktop,(direct) / (none),1,0,"142,7433666"
489,2019-11-27,mobile,maz.com / referral,0,0,"121,3950677"
490,2019-11-27,mobile,maz.com / referral,0,0,"118,1851132"
491,2019-11-27,mobile,maz.com / referral,0,0,"121,308605"
492,2019-11-27,desktop,google / organic,1,0,"118,3732903"
493,2019-11-27,mobile,maz.com / referral,0,0,"121,3014406"
494,2019-11-27,mobile,maz.com / referral,0,0,"126,5169924"
495,2019-11-27,mobile,google / organic,0,0,"121,4543148"
496,2019-11-27,mobile,bernum.com / referral,1,0,"135,5218835"
497,2019-11-27,mobile,maz.com / referral,1,0,"126,669291"
498,2019-11-27,mobile,google / cpc,0,0,"129,2769713"
499,2019-11-27,mobile,maz.com / referral,1,0,"141,2685285"
500,2019-11-27,desktop,blog / table_post,1,0,"113,429013"
501,2019-11-27,desktop,google / organic,1,0,"123,3327455"
502,2019-11-27,desktop,zendesk / email,1,0,"123,5211772"
503,2019-11-27,desktop,maz.com / referral,1,0,"138,3972159"
504,2019-11-27,mobile,maz.com / referral,0,0,"119,1528239"
505,2019-11-27,mobile,google / cpc,1,0,"147,3465117"
506,2019-11-27,mobile,google / cpc,1,0,"125,2052908"
507,2019-11-27,mobile,(direct) / (none),1,0,"127,7402216"
508,2019-11-27,desktop,(direct) / (none),1,0,"147,9381688"
509,2019-11-27,desktop,google / organic,0,0,"118,296546"
510,2019-11-27,mobile,google / organic,1,0,"122,1976656"
511,2019-11-27,tablet,maz.com / referral,0,0,"113,1240204"
512,2019-11-27,desktop,(direct) / (none),1,0,"124,3864066"
513,2019-11-27,mobile,maz.com / referral,1,0,"136,374382"
514,2019-11-27,mobile,google / cpc,1,0,"129,0466237"
515,2019-11-27,mobile,google / cpc,0,0,"121,879714"
516,2019-11-27,mobile,bernum.com / referral,0,0,"122,5364026"
517,2019-11-27,mobile,maz.com / referral,0,0,"116,3105808"
518,2019-11-27,mobile,google / cpc,0,0,"125,1939247"
519,2019-11-27,desktop,maz.com / referral,0,0,"108,87012"
520,2019-11-27,desktop,bernum.com / referral,1,0,"112,5310417"
521,2019-11-27,mobile,google / organic,1,0,"132,5873325"
522,2019-11-27,mobile,google / cpc,1,0,"122,6239973"
523,2019-11-27,mobile,google / cpc,1,0,"139,8862877"
524,2019-11-27,mobile,google / cpc,0,0,"120,4486389"
525,2019-11-26,mobile,bernum.com / referral,1,0,"112,4670231"
526,2019-11-26,mobile,maz.com / referral,1,0,"128,4943729"
527,2019-11-26,mobile,maz.com / referral,1,0,"150,6100122"
528,2019-11-26,mobile,maz.com / referral,1,0,"128,2056444"
529,2019-11-26,tablet,maz.com / referral,1,0,"140,2511644"
530,2019-11-26,mobile,maz.com / referral,0,0,"126,7594797"
531,2019-11-26,mobile,google / cpc,1,0,"135,337619"
532,2019-11-26,mobile,bernum.com / referral,1,0,"140,314144"
533,2019-11-26,tablet,maz.com / referral,1,0,"151,2989992"
534,2019-11-26,mobile,(direct) / (none),1,0,"135,8246256"
535,2019-11-26,desktop,(direct) / (none),1,0,"135,3655278"
536,2019-11-26,desktop,google / organic,0,0,"114,6574785"
537,2019-11-26,desktop,maz.com / referral,1,0,"134,8088012"
538,2019-11-26,mobile,maz.com / referral,1,0,"139,9366386"
539,2019-11-26,desktop,(direct) / (none),1,0,"130,1981633"
540,2019-11-26,mobile,google / organic,1,0,"129,5818895"
541,2019-11-26,desktop,maz.com / referral,1,0,"122,4956854"
542,2019-11-26,desktop,optimize.google.com / referral,1,0,"144,8533238"
543,2019-11-26,mobile,google / cpc,0,0,"112,9209857"
544,2019-11-26,desktop,maz.com / referral,0,0,"113,9639268"
545,2019-11-26,mobile,bernum.com / referral,1,0,"124,4706567"
546,2019-11-26,desktop,(direct) / (none),1,0,"136,4864949"
547,2019-11-26,mobile,google / cpc,1,0,"137,5362521"
548,2019-11-26,mobile,maz.com / referral,1,0,"136,3989657"
549,2019-11-26,desktop,google / organic,1,0,"123,5788756"
550,2019-11-26,desktop,maz.com / referral,1,0,"138,9742167"
551,2019-11-26,desktop,(direct) / (none),1,0,"136,8581192"
552,2019-11-26,mobile,maz.com / referral,1,0,"134,373012"
553,2019-11-26,mobile,maz.com / referral,1,0,"135,3315697"
554,2019-11-26,mobile,maz.com / referral,1,0,"137,9604126"
555,2019-11-26,mobile,google / organic,1,0,"112,4866698"
556,2019-11-26,desktop,maz.com / referral,0,0,"133,3263084"
557,2019-11-26,desktop,(direct) / (none),1,0,"126,3409656"
558,2019-11-26,mobile,maz.com / referral,1,0,"115,6219181"
559,2019-11-26,mobile,maz.com / referral,0,0,"121,0591083"
560,2019-11-26,mobile,maz.com / referral,1,0,"130,4774638"
561,2019-11-26,desktop,maz.com / referral,1,0,"142,9158986"
562,2019-11-26,mobile,bernum.com / referral,0,0,"124,1591237"
563,2019-11-26,tablet,maz.com / referral,0,0,"122,7325466"
564,2019-11-26,mobile,google / organic,1,0,"128,301838"
565,2019-11-26,mobile,bernum.com / referral,0,0,"110,7932287"
566,2019-11-26,mobile,google / cpc,0,0,"122,0125244"
567,2019-11-26,mobile,google / cpc,0,0,"130,0674255"
568,2019-11-26,mobile,google / cpc,1,0,"135,3447972"
569,2019-11-26,mobile,maz.com / referral,1,0,"113,5332183"
570,2019-11-26,desktop,maz.com / referral,0,0,"120,5901897"
571,2019-11-26,desktop,maz.com / referral,1,0,"154,1021762"
572,2019-11-26,desktop,google / organic,1,0,"140,9476094"
573,2019-11-26,mobile,google / cpc,1,0,"114,1981871"
574,2019-11-26,mobile,maz.com / referral,0,0,"120,9599806"
575,2019-11-26,desktop,maz.com / referral,1,0,"147,333016"
576,2019-11-26,desktop,maz.com / referral,1,0,"110,9114705"
577,2019-11-26,desktop,google / organic,1,0,"119,5899247"
578,2019-11-26,desktop,maz.com / referral,0,0,"121,3902913"
579,2019-11-26,mobile,(direct) / (none),1,0,"148,5215269"
580,2019-11-26,mobile,maz.com / referral,1,0,"148,2187824"
581,2019-11-26,desktop,maz.com / referral,1,0,"128,0052935"
582,2019-11-26,desktop,google / organic,1,0,"119,3154222"
583,2019-11-26,desktop,bernum.com / referral,0,0,"115,15859"
584,2019-11-26,mobile,google / cpc,1,0,"126,0091576"
585,2019-11-26,mobile,maz.com / referral,0,0,"121,7202794"
586,2019-11-26,tablet,maz.com / referral,0,0,"114,8279213"
587,2019-11-26,desktop,(direct) / (none),0,0,"117,7305328"
588,2019-11-26,desktop,google / organic,0,0,"123,402338"
589,2019-11-26,mobile,bernum.com / referral,0,0,"119,662983"
590,2019-11-26,mobile,google / organic,1,0,"112,4299844"
591,2019-11-26,desktop,google / organic,1,0,"135,3291098"
592,2019-11-26,mobile,maz.com / referral,1,0,"129,4214331"
593,2019-11-26,mobile,maz.com / referral,1,0,"136,7990838"
594,2019-11-26,mobile,maz.com / referral,1,0,"127,782724"
595,2019-11-26,mobile,maz.com / referral,1,0,"132,894629"
596,2019-11-26,mobile,maz.com / referral,1,0,"112,7161876"
597,2019-11-26,mobile,(direct) / (none),0,0,"124,9973342"
598,2019-11-26,mobile,maz.com / referral,1,0,"141,24193"
599,2019-11-26,mobile,(direct) / (none),0,0,"120,8172824"
600,2019-11-26,mobile,maz.com / referral,1,0,"131,7306143"
601,2019-11-26,mobile,google / cpc,0,0,"121,5821199"
602,2019-11-26,mobile,google / organic,0,0,"121,9504648"
603,2019-11-26,desktop,google / organic,1,0,"113,1231595"
604,2019-11-26,mobile,google / organic,0,0,"117,0028837"
605,2019-11-26,desktop,maz.com / referral,1,0,"136,5498032"
606,2019-11-26,mobile,google / cpc,1,0,"125,908648"
607,2019-11-26,mobile,maz.com / referral,1,0,"137,721702"
608,2019-11-26,desktop,google / organic,0,0,"125,1046974"
609,2019-11-26,mobile,google / organic,0,0,"123,4415724"
610,2019-11-26,tablet,maz.com / referral,1,0,"137,2095617"
611,2019-11-26,mobile,google / cpc,1,0,"145,7843899"
612,2019-11-26,desktop,(direct) / (none),1,0,"152,5023926"
613,2019-11-26,desktop,maz.com / referral,0,0,"117,4706012"
614,2019-11-26,mobile,google / cpc,0,0,"110,7398028"
615,2019-11-26,desktop,maz.com / referral,1,0,"129,0317539"
616,2019-11-26,mobile,google / organic,1,0,"137,2373977"
617,2019-11-26,desktop,google / organic,1,0,"140,0070517"
618,2019-11-26,mobile,maz.com / referral,1,0,"126,8222475"
619,2019-11-26,mobile,google / cpc,1,0,"126,7283814"
620,2019-11-26,mobile,maz.com / referral,1,0,"142,0449685"
621,2019-11-26,mobile,maz.com / referral,0,0,"116,742576"
622,2019-11-26,mobile,maz.com / referral,1,0,"128,6919243"
623,2019-11-26,mobile,maz.com / referral,0,0,"130,4371389"
624,2019-11-26,desktop,maz.com / referral,0,0,"114,9741562"
625,2019-11-26,desktop,youtube.com / referral,0,0,"114,0495367"
626,2019-11-26,mobile,maz.com / referral,1,0,"123,7370806"
627,2019-11-26,desktop,maz.com / referral,0,0,"117,0157556"
628,2019-11-26,desktop,maz.com / referral,1,0,"134,1474133"
629,2019-11-26,mobile,google / cpc,0,0,"118,9776584"
630,2019-11-26,desktop,maz.com / referral,0,0,"113,4346851"
631,2019-11-26,mobile,google / cpc,1,0,"133,8637231"
632,2019-11-26,mobile,google / cpc,1,0,"130,1620337"
633,2019-11-26,mobile,maz.com / referral,1,0,"136,3243212"
634,2019-11-26,mobile,google / cpc,1,0,"131,8303187"
635,2019-11-26,desktop,maz.com / referral,1,0,"127,6816897"
636,2019-11-26,mobile,bernum.com / referral,0,0,"129,1742136"
637,2019-11-26,mobile,maz.com / referral,1,0,"109,6400389"
638,2019-11-26,mobile,google / cpc,1,0,"128,2831499"
639,2019-11-26,mobile,google / cpc,1,0,"144,3291187"
640,2019-11-26,mobile,google / organic,0,0,"116,2453426"
641,2019-11-26,mobile,maz.com / referral,0,0,"122,0799471"
642,2019-11-26,desktop,(direct) / (none),0,0,"121,5843365"
643,2019-11-26,desktop,maz.com / referral,0,0,"119,9776602"
644,2019-11-26,mobile,bernum.com / referral,0,0,"118,3322448"
645,2019-11-26,mobile,maz.com / referral,1,0,"148,449593"
646,2019-11-26,desktop,maz.com / referral,1,0,"119,4457944"
647,2019-11-26,mobile,maz.com / referral,1,0,"135,3267418"
648,2019-11-26,desktop,google / organic,0,0,"118,4366646"
649,2019-11-26,desktop,duckduckgo / organic,0,0,"127,8730135"
650,2019-11-26,mobile,bernum.com / referral,0,0,"109,0583699"
651,2019-11-26,desktop,sendgrid / banner,1,0,"151,7860359"
652,2019-11-26,mobile,maz.com / referral,1,0,"142,5818371"
653,2019-11-26,mobile,google / organic,1,0,"144,1063326"
654,2019-11-26,mobile,maz.com / referral,1,0,"136,2530596"
655,2019-11-26,mobile,google / cpc,1,0,"137,2196023"
656,2019-11-26,tablet,maz.com / referral,1,0,"123,8688896"
657,2019-11-26,mobile,google / cpc,0,0,"112,9496163"
658,2019-11-26,mobile,bernum.com / referral,1,0,"137,3733881"
659,2019-11-26,mobile,google / cpc,0,0,"122,4530993"
660,2019-11-26,mobile,maz.com / referral,1,0,"126,7902233"
661,2019-11-26,desktop,google / organic,0,0,"127,6831836"
662,2019-11-26,mobile,google / cpc,0,0,"118,7175538"
663,2019-11-26,mobile,google / cpc,1,0,"123,9229092"
664,2019-11-26,mobile,maz.com / referral,1,0,"124,624626"
665,2019-11-26,mobile,maz.com / referral,1,0,"139,0657896"
666,2019-11-26,mobile,maz.com / referral,1,0,"136,2208285"
667,2019-11-26,desktop,maz.com / referral,1,0,"121,9469907"
668,2019-11-26,mobile,google / cpc,1,0,"124,1448043"
669,2019-11-26,desktop,bernum.com / referral,1,0,"141,8032699"
670,2019-11-26,mobile,bernum.com / referral,0,0,"126,3339659"
671,2019-11-26,tablet,maz.com / referral,0,0,"119,8123071"
672,2019-11-26,tablet,google / organic,0,0,"114,7050856"
673,2019-11-26,mobile,google / cpc,1,0,"128,0489127"
674,2019-11-26,mobile,maz.com / referral,1,0,"109,9514732"
675,2019-11-26,mobile,bernum.com / referral,1,0,"121,1791737"
676,2019-11-26,mobile,bernum.com / referral,0,0,"117,2439765"
677,2019-11-26,mobile,google / organic,1,0,"128,4393782"
678,2019-11-26,desktop,google / organic,0,0,"118,3557969"
679,2019-11-26,mobile,google / organic,1,0,"124,9647682"
680,2019-11-26,desktop,bernum.com / referral,1,0,"133,4623367"
681,2019-11-26,mobile,maz.com / referral,0,0,"121,0929951"
682,2019-11-26,mobile,maz.com / referral,1,0,"138,8463961"
683,2019-11-26,mobile,google / cpc,0,0,"120,1566981"
684,2019-11-26,mobile,google / cpc,0,0,"127,3627618"
685,2019-11-26,mobile,maz.com / referral,1,0,"124,6687249"
686,2019-11-26,mobile,maz.com / referral,0,0,"120,6904025"
687,2019-11-26,mobile,(direct) / (none),1,0,"142,7141877"
688,2019-11-26,desktop,google / organic,0,0,"123,9339818"
689,2019-11-26,mobile,bernum.com / referral,0,0,"118,2776859"
690,2019-11-26,desktop,(direct) / (none),0,0,"115,4425387"
691,2019-11-26,desktop,(direct) / (none),0,0,"116,4751418"
692,2019-11-26,desktop,maz.com / referral,0,0,"126,8599936"
693,2019-11-26,mobile,google / cpc,1,0,"151,8761614"
694,2019-11-26,tablet,google / organic,0,0,"119,3475032"
695,2019-11-26,desktop,maz.com / referral,1,0,"128,3801111"
696,2019-11-26,mobile,bernum.com / referral,1,0,"133,9066096"
697,2019-11-26,mobile,google / organic,0,0,"110,3329129"
698,2019-11-26,desktop,google / organic,0,0,"116,1702454"
699,2019-11-26,desktop,maz.com / referral,1,0,"141,3732136"
700,2019-11-26,desktop,maz.com / referral,1,0,"143,0938294"
701,2019-11-26,mobile,maz.com / referral,1,0,"131,9339274"
702,2019-11-26,desktop,google / organic,0,0,"127,3230462"
703,2019-11-26,mobile,google / organic,0,0,"122,9490405"
704,2019-11-26,tablet,bernum.com / referral,1,0,"118,607961"
705,2019-11-26,desktop,maz.com / referral,0,0,"115,5917855"
706,2019-11-26,mobile,google / organic,1,0,"133,18892"
707,2019-11-26,desktop,maz.com / referral,1,0,"131,6182906"
708,2019-11-26,desktop,(direct) / (none),1,0,"151,6590768"
709,2019-11-26,mobile,google / organic,1,0,"125,0863701"
710,2019-11-26,desktop,maz.com / referral,1,0,"144,1622133"
711,2019-11-26,desktop,(direct) / (none),1,0,"135,6115404"
712,2019-11-26,desktop,maz.com / referral,1,0,"131,9196652"
713,2019-11-26,desktop,google / organic,0,0,"112,7584124"
714,2019-11-26,desktop,sendgrid / letter,0,0,"113,6938074"
715,2019-11-26,mobile,maz.com / referral,1,0,"130,2057487"
716,2019-11-26,mobile,google / cpc,0,0,"118,649414"
717,2019-11-26,mobile,maz.com / referral,1,0,"122,9151393"
718,2019-11-26,mobile,blog / table_post,1,0,"134,9610678"
719,2019-11-26,mobile,google / organic,1,0,"139,5426587"
720,2019-11-26,mobile,(direct) / (none),1,0,"145,7298888"
721,2019-11-26,desktop,(direct) / (none),1,0,"123,9274937"
722,2019-11-26,mobile,maz.com / referral,0,0,"127,1419887"
723,2019-11-26,mobile,google / cpc,0,0,"122,2208022"
724,2019-11-26,mobile,maz.com / referral,0,0,"119,4311657"
725,2019-11-26,mobile,maz.com / referral,0,0,"120,0594057"
726,2019-11-26,desktop,(direct) / (none),1,0,"122,8409593"
727,2019-11-26,desktop,mail.yahoo.com / referral,1,0,"129,6910149"
728,2019-11-26,desktop,(direct) / (none),0,0,"122,2801874"
729,2019-11-26,mobile,google / cpc,0,0,"128,2439198"
730,2019-11-26,mobile,maz.com / referral,0,0,"115,2907725"
731,2019-11-26,desktop,google / organic,0,0,"118,6853417"
732,2019-11-26,desktop,maz.com / referral,1,0,"133,6322375"
733,2019-11-26,desktop,google / organic,1,0,"129,2135113"
734,2019-11-26,tablet,maz.com / referral,0,0,"111,2695268"
735,2019-11-26,mobile,google / cpc,1,0,"115,3822806"
736,2019-11-26,desktop,(direct) / (none),1,0,"122,0437439"
737,2019-11-26,mobile,maz.com / referral,1,0,"145,7706826"
738,2019-11-26,mobile,google / cpc,0,0,"112,4918817"
739,2019-11-26,mobile,google / cpc,1,0,"142,0143558"
740,2019-11-26,mobile,bernum.com / referral,0,0,"119,8955988"
741,2019-11-26,desktop,(direct) / (none),1,0,"119,4686918"
742,2019-11-26,mobile,maz.com / referral,1,0,"140,1391555"
743,2019-11-26,mobile,google / cpc,0,0,"127,0001055"
744,2019-11-26,desktop,(direct) / (none),1,0,"132,7544488"
745,2019-11-26,mobile,sendgrid / letter,0,0,"119,9439003"
746,2019-11-26,mobile,bernum.com / referral,1,0,"149,8211179"
747,2019-11-26,mobile,bernum.com / referral,0,0,"119,4356946"
748,2019-11-26,mobile,maz.com / referral,1,0,"137,8756866"
749,2019-11-26,mobile,maz.com / referral,0,0,"134,8060964"
750,2019-11-26,mobile,maz.com / referral,1,0,"137,7323255"
751,2019-11-26,mobile,google / cpc,1,0,"124,9136702"
752,2019-11-26,desktop,onerep.zendesk.com / referral,0,0,"117,3375389"
753,2019-11-26,mobile,bernum.com / referral,1,0,"143,6045099"
754,2019-11-26,mobile,bernum.com / referral,0,0,"127,3117949"
755,2019-11-26,mobile,bernum.com / referral,0,0,"127,183828"
756,2019-11-26,desktop,maz.com / referral,0,0,"115,2510514"
757,2019-11-26,desktop,maz.com / referral,1,0,"147,7813987"
758,2019-11-26,mobile,google / cpc,1,0,"129,930939"
759,2019-11-26,desktop,maz.com / referral,0,0,"110,4263507"
760,2019-11-26,mobile,maz.com / referral,0,0,"111,3993319"
761,2019-11-26,mobile,bernum.com / referral,0,0,"125,9548989"
762,2019-11-26,mobile,bernum.com / referral,0,0,"120,0704014"
763,2019-11-26,mobile,maz.com / referral,1,0,"141,676036"
764,2019-11-26,desktop,bernum.com / referral,1,0,"138,810866"
765,2019-11-26,mobile,maz.com / referral,1,0,"146,9025085"
766,2019-11-26,desktop,maz.com / referral,1,0,"130,2130017"
767,2019-11-26,desktop,bernum.com / referral,0,0,"115,3585313"
768,2019-11-26,mobile,maz.com / referral,0,0,"125,312921"
769,2019-11-26,mobile,google / cpc,1,0,"132,2105271"
770,2019-11-26,mobile,maz.com / referral,1,0,"136,629426"
771,2019-11-26,desktop,(direct) / (none),0,0,"115,4597695"
772,2019-11-26,mobile,maz.com / referral,0,0,"122,0746342"
773,2019-11-26,desktop,google / organic,0,0,"113,8354514"
774,2019-11-26,tablet,maz.com / referral,0,0,"117,7063171"
775,2019-11-26,mobile,google / organic,0,0,"113,6241552"
776,2019-11-26,desktop,l.facebook.com / referral,0,0,"114,2497072"
777,2019-11-26,desktop,google / organic,0,0,"132,4541425"
778,2019-11-26,desktop,maz.com / referral,1,0,"149,3199822"
779,2019-11-26,desktop,maz.com / referral,1,0,"131,8032606"
780,2019-11-26,desktop,(direct) / (none),0,0,"119,9128438"
781,2019-11-26,mobile,maz.com / referral,1,0,"135,0114015"
782,2019-11-26,desktop,google / organic,1,0,"142,9982589"
783,2019-11-26,desktop,(direct) / (none),0,0,"114,4726658"
784,2019-11-26,mobile,google / organic,1,0,"148,1903598"
785,2019-11-26,mobile,maz.com / referral,0,0,"118,9997849"
786,2019-11-26,mobile,google / cpc,0,0,"119,5189369"
787,2019-11-26,mobile,maz.com / referral,0,0,"119,0501644"
788,2019-11-26,mobile,maz.com / referral,1,0,"120,2344225"
789,2019-11-26,mobile,google / cpc,0,0,"116,3217799"
790,2019-11-26,mobile,maz.com / referral,1,0,"136,6894831"
791,2019-11-26,desktop,(direct) / (none),1,0,"125,3448188"
792,2019-11-26,desktop,bernum.com / referral,0,0,"122,4525641"
793,2019-11-26,mobile,bernum.com / referral,0,0,"128,7716628"
794,2019-11-26,desktop,(direct) / (none),1,0,"130,2819976"
795,2019-11-26,tablet,maz.com / referral,1,0,"132,5126553"
796,2019-11-26,mobile,maz.com / referral,0,0,"118,4946749"
797,2019-11-26,desktop,maz.com / referral,0,0,"116,8819572"
798,2019-11-26,mobile,bernum.com / referral,1,0,"140,6180752"
799,2019-11-26,desktop,(direct) / (none),1,0,"139,2863274"
800,2019-11-26,mobile,google / cpc,1,0,"134,0782249"
801,2019-11-26,mobile,maz.com / referral,0,0,"123,2535582"
802,2019-11-26,mobile,maz.com / referral,1,0,"136,6844984"
803,2019-11-26,tablet,maz.com / referral,1,0,"131,4889905"
804,2019-11-26,desktop,maz.com / referral,0,0,"117,8693362"
805,2019-11-26,mobile,(direct) / (none),1,0,"147,1861386"
806,2019-11-26,mobile,google / cpc,1,0,"136,3346928"
807,2019-11-26,mobile,bernum.com / referral,0,0,"112,7505905"
808,2019-11-26,desktop,duckduckgo / organic,0,0,"119,9136853"
809,2019-11-26,desktop,(direct) / (none),1,0,"132,1327199"
810,2019-11-26,mobile,google / organic,1,0,"140,065734"
811,2019-11-26,mobile,bernum.com / referral,0,0,"117,1297045"
812,2019-11-26,desktop,vbtcafe.com / referral,0,0,"130,2403542"
813,2019-11-26,desktop,maz.com / referral,0,0,"116,5919052"
814,2019-11-26,desktop,google / organic,0,0,"125,079329"
815,2019-11-26,mobile,google / cpc,0,0,"119,0698334"
816,2019-11-26,mobile,maz.com / referral,1,0,"133,1748376"
817,2019-11-26,mobile,bernum.com / referral,0,0,"124,5284045"
818,2019-11-26,desktop,(direct) / (none),0,0,"130,4712981"
819,2019-11-26,mobile,google / cpc,0,0,"119,0988273"
820,2019-11-26,desktop,accounts.google.com / referral,0,0,"113,6056877"
821,2019-11-26,mobile,bernum.com / referral,0,0,"122,8192314"
822,2019-11-26,tablet,bernum.com / referral,0,0,"112,172157"
823,2019-11-26,mobile,google / cpc,0,0,"115,6084444"
824,2019-11-26,mobile,google / cpc,0,0,"120,1976936"
825,2019-11-26,mobile,maz.com / referral,1,0,"141,9165194"
826,2019-11-26,mobile,bernum.com / referral,0,0,"124,7391986"
827,2019-11-26,mobile,maz.com / referral,1,0,"130,4210417"
828,2019-11-26,desktop,maz.com / referral,0,0,"120,8969144"
829,2019-11-26,mobile,google / organic,1,0,"125,1321701"
830,2019-11-26,desktop,maz.com / referral,0,0,"113,0243981"
831,2019-11-26,mobile,bernum.com / referral,0,0,"117,1423052"
832,2019-11-26,desktop,maz.com / referral,1,0,"122,2082487"
833,2019-11-26,desktop,google / organic,1,0,"133,6710896"
834,2019-11-26,mobile,google / cpc,0,0,"118,4607418"
835,2019-11-26,desktop,bernum.com / referral,0,0,"112,2406983"
836,2019-11-26,mobile,maz.com / referral,0,0,"132,2277034"
837,2019-11-26,mobile,maz.com / referral,1,0,"145,3066055"
838,2019-11-26,mobile,bernum.com / referral,1,0,"127,6425203"
839,2019-11-26,desktop,(direct) / (none),0,0,"124,5656505"
840,2019-11-26,mobile,maz.com / referral,0,0,"121,8023458"
841,2019-11-26,mobile,google / cpc,0,0,"119,2455481"
842,2019-11-26,mobile,maz.com / referral,1,0,"139,9667427"
843,2019-11-26,mobile,maz.com / referral,1,0,"128,7010406"
844,2019-11-26,mobile,maz.com / referral,1,0,"134,3719275"
845,2019-11-26,mobile,(direct) / (none),1,0,"126,6033055"
846,2019-11-26,desktop,(direct) / (none),1,0,"145,8149054"
847,2019-11-26,mobile,(direct) / (none),1,0,"140,8357957"
848,2019-11-26,desktop,google / organic,0,0,"117,6317215"
849,2019-11-26,desktop,maz.com / referral,0,0,"126,3666018"
850,2019-11-26,mobile,(direct) / (none),0,0,"123,9779499"
851,2019-11-26,desktop,google / organic,1,0,"142,5646743"
852,2019-11-26,tablet,maz.com / referral,0,0,"120,918223"
853,2019-11-26,mobile,(direct) / (none),0,0,"115,0223966"
854,2019-11-26,mobile,google / cpc,1,0,"129,0136963"
855,2019-11-26,mobile,maz.com / referral,0,0,"121,9602325"
856,2019-11-26,desktop,sendgrid / letter,0,0,"117,338165"
857,2019-11-26,mobile,sendgrid / letter,1,0,"123,2837395"
858,2019-11-26,mobile,maz.com / referral,1,0,"147,9364335"
859,2019-11-26,desktop,(direct) / (none),1,0,"152,8699665"
860,2019-11-26,mobile,google / cpc,0,0,"123,279325"
861,2019-11-26,mobile,bernum.com / referral,1,0,"130,3073682"
862,2019-11-26,mobile,bernum.com / referral,0,0,"125,7489562"
